"","Provider_Number","FUH.30_.","FUH.30_Numerator","FUH.30_Denominator","FUH.7_.","FUH.7_Numerator","FUH.7_Denominator","HBIPS.2_Overall_Rate_Per_1000","HBIPS.2_Overall_Num","HBIPS.2_Overall_Den","HBIPS.3_Overall_Rate_Per_1000","HBIPS.3_Overall_Num","HBIPS.3_Overall_Den","HBIPS.5_Overall_._of_Total","HBIPS.5_Overall_Num","HBIPS.5_Overall_Den","SUB.1_.","SUB.1_Numerator","SUB.1_Denominator","SUB.2_.","SUB.2_Numerator","SUB.2_Denominator","SUB.2a_.","SUB.2a_Numerator","SUB.2a_Denominator","TOB.1_.","TOB.1_Numerator","TOB.1_Denominator","TOB.2_.","TOB.2_Numerator","TOB.2_Denominator","TOB.2a_.","TOB.2a_Numerator","TOB.2a_Denominator","TOB.3_.","TOB.3_Numerator","TOB.3_Denominator","TOB.3a_.","TOB.3a_Numerator","TOB.3a_Denominator","PEoC_Assessed_Response","EHR_Use_Response","HIE_Response","IMM.2_.","IMM.2_Numerator","IMM.2_Denominator","HCP_.","HCP_Numerator","HCP_Denominator"
"828",251302,"37.14","13","35","Not Available","Not Available","Not Available","0.00","0","1944","0.00","0","1944","100.00%","54","54","100.00%","180","180","100.00%","17","17","100.00%","17","17","98.89%","178","180","85.71%","18","21","76.19%","16","21","85.71%","18","21","76.19%","16","21","Yes","Certified EHR Technology","No","93.94%","31","33","81%","30","37"
"829",251317,"47.54","29","61","37.70","23","61","0.00","0","2538","0.00","0","2538","93.75%","15","16","100.00%","19","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","19","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Paper or Other Form","No","48.00%","36","75","45%","55","123"
"830",251318,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","2743","0.00","0","2743","100.00%","40","40","100.00%","270","270","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","270","270","100.00%","32","32","Not Available","Not Available","Not Available","93.75%","30","32","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","100.00%","142","142","74%","14","19"
"831",251320,"51.72","15","29","Not Available","Not Available","Not Available","0.00","0","1547","0.00","0","1547","96.55%","56","58","100.00%","132","132","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","132","132","90.00%","27","30","Not Available","Not Available","Not Available","100.00%","30","30","0.00%","0","30","No","Paper or Other Form","No","80.00%","52","65","33%","75","226"
"832",251326,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","1439","0.00","0","1439","Not Available","Not Available","Not Available","64.66%","75","116","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","85.34%","99","116","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Paper or Other Form","No","22.00%","11","50","33%","27","82"
"833",251337,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","1532","0.00","0","1532","100.00%","12","12","94.07%","111","118","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","95.76%","113","118","81.25%","13","16","81.25%","13","16","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","56.90%","33","58","57%","17","30"
"834",254005,"36.96","85","230","16.52","38","230","0.04","26.45","26247","0.04","23.46","26247","Not Available","Not Available","Not Available","99.10%","220","222","59.74%","46","77","48.05%","37","77","98.25%","224","228","87.41%","118","135","10.37%","14","135","44.44%","52","117","Not Available","Not Available","Not Available","Yes","Non-Certified EHR Technology","No","86.65%","305","352","50%","195","390"
"835",254007,"51.92","54","104","22.12","23","104","0.02","10.81","24859","0.07","41.36","24859","Not Available","Not Available","Not Available","95.77%","136","142","59.38%","19","32","59.38%","19","32","90.67%","136","150","91.36%","74","81","77.78%","63","81","52.05%","38","73","Not Available","Not Available","Not Available","Yes","Paper or Other Form","Yes","94.54%","329","348","83%","240","288"
"836",254008,"44.59","66","148","20.95","31","148","0.05","19.33","15987","0.44","166.95","15987","57.14%","76","133","97.63%","617","632","78.95%","60","76","78.95%","60","76","100.00%","635","635","85.75%","355","414","57.73%","239","414","4.21%","17","404","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","69.89%","195","279","59%","78","133"
"837",254009,"13.00","13","100","Not Available","Not Available","Not Available","0.26","103.15","16438","0.29","113.33","16438","76.47%","52","68","100.00%","587","587","91.14%","72","79","81.01%","64","79","99.83%","587","588","87.50%","350","400","71.00%","284","400","76.11%","274","360","3.61%","13","360","Yes","Paper or Other Form","No","98.51%","265","269","88%","260","295"
"838",254010,"14.63","12","82","Not Available","Not Available","Not Available","0.19","248.28","53559","0.56","715.9","53559","86.89%","106","122","96.14%","773","804","58.40%","73","125","56.80%","71","125","93.21%","755","810","97.64%","497","509","59.92%","305","509","0.00%","0","460","0.00%","0","460","Yes","Paper or Other Form","No","94.53%","380","402","48%","927","1941"
"839",260005,"55.41","82","148","27.03","40","148","0.07","26.93","16150","0.03","12.2","16150","78.64%","81","103","100.00%","494","494","85.07%","57","67","85.07%","57","67","100.00%","552","552","81.74%","197","241","69.29%","167","241","72.82%","150","206","8.25%","17","206","Yes","Certified EHR Technology","No","97.17%","378","389","94%","134","142"
"840",260015,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","7","0.00","0","7","Not Available","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Paper or Other Form","No","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"841",260017,"56.48","61","108","23.15","25","108","0.00","0","6338","Not Available","0","0","Not Available","Not Available","Not Available","96.99%","483","498","0.00%","0","167","0.00%","0","167","99.46%","555","558","98.21%","383","390","41.03%","160","390","0.00%","0","381","0.00%","0","381","No","Paper or Other Form","No","92.17%","412","447","Not Available","Not Available","Not Available"
"842",260020,"64.77","228","352","39.49","139","352","0.39","134.72","14317","0.16","56.52","14317","Not Available","Not Available","Not Available","97.42%","340","349","60.71%","34","56","60.71%","34","56","99.35%","461","464","74.68%","177","237","64.98%","154","237","9.91%","21","212","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","94.92%","299","315","100%","85","85"
"843",260023,"43.85","57","130","17.69","23","130","0.71","123.87","7251","0.95","164.62","7251","Not Available","Not Available","Not Available","97.40%","337","346","75.93%","41","54","75.93%","41","54","98.46%","448","455","87.21%","266","305","71.15%","217","305","9.29%","26","280","0.00%","0","280","No","Certified EHR Technology","Yes","94.39%","286","303","100%","224","225"
"844",260027,"60.00","237","395","31.90","126","395","0.00","2.7","28012","0.00","0","28012","83.33%","15","18","99.67%","597","599","57.24%","87","152","57.24%","87","152","100.00%","762","762","91.30%","378","414","70.05%","290","414","5.00%","20","400","0.00%","0","400","Yes","Certified EHR Technology","Yes","99.55%","444","446","81%","293","360"
"845",260032,"41.27","137","332","17.17","57","332","0.14","85.03","25038","0.13","80.35","25038","61.54%","16","26","98.62%","430","436","23.94%","17","71","19.72%","14","71","100.00%","500","500","91.22%","270","296","58.45%","173","296","3.83%","11","287","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","No","98.34%","296","301","95%","5413","5713"
"846",260040,"62.24","61","98","33.67","33","98","0.09","8.62","3793","0.50","45.91","3793","0.00%","0","11","98.76%","319","323","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","380","380","Not Available","Not Available","Not Available","0.00%","0","221","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","99.64%","277","278","100%","98","98"
"847",260050,"66.67","26","39","28.21","11","39","0.06","5.05","3305","0.00","0","3305","Not Available","Not Available","Not Available","100.00%","403","403","84.03%","121","144","84.03%","121","144","100.00%","478","478","93.94%","279","297","68.01%","202","297","76.53%","212","277","36.10%","100","277","Yes","Certified EHR Technology","Yes","99.23%","258","260","96%","23","24"
"848",260057,"77.27","17","22","Not Available","Not Available","Not Available","Not Available","0","0","Not Available","0","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","96.88%","62","64","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Paper or Other Form","Yes","79.59%","78","98","97%","30","31"
"849",260061,"64.84","83","128","28.91","37","128","0.46","37","3380","0.10","7.8","3380","Not Available","Not Available","Not Available","98.35%","656","667","40.91%","63","154","40.91%","63","154","99.65%","854","857","80.46%","490","609","59.61%","363","609","27.26%","160","587","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","97.06%","429","442","100%","45","45"
"850",260064,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.05",".5","392","0.00","0","392","Not Available","Not Available","Not Available","100.00%","35","35","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","41","41","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","No","94.59%","105","111","97%","29","30"
"851",260070,"41.94","52","124","13.71","17","124","0.00","0","7116","0.00","0","7116","Not Available","Not Available","Not Available","100.00%","1444","1444","100.00%","252","252","100.00%","252","252","100.00%","1444","1444","100.00%","252","252","100.00%","252","252","56.53%","714","1263","0.00%","0","1263","No","Paper or Other Form","No","18.29%","133","727","32%","18","57"
