"Hospital.Name","Provider.ID","ED_1b","ED_2b","EDV","IMM_2","IMM_3_OP_27_FAC_ADHPCT","OP_1","OP_18b","OP_2","OP_20","OP_21","OP_22","OP_23","OP_29","OP_30","OP_31","OP_33","OP_3b","OP_4","OP_5","PC_01","VTE_6"
"NIAGARA FALLS MEMORIAL MEDICAL CENTER",330065,"277","59","Medium (20,000 - 39,999 patients annually)","87","88","Not Available","160","Not Available","32","76","3","Not Available","98","100","Not Available","Not Available","Not Available","100","11","0","Not Available"
"NICHOLAS H NOYES MEMORIAL HOSPITAL",330238,"306","121","Low (0 - 19,999 patients annually)","99","97","Not Available","144","Not Available","29","30","2","39","97","97","Not Available","Not Available","Not Available","97","6","0","Not Available"
"NICKLAUS CHILDREN'S HOSPITAL",103301,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NIOBRARA HEALTH & LIFE CENTER",531314,"Not Available","Not Available","Not Available","Not Available","97","Not Available","99","Not Available","14","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NIOBRARA VALLEY HOSPITAL",281303,"Not Available","Not Available","Not Available","100","Not Available","Not Available","70","Not Available","10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NIX HEALTH CARE SYSTEM",450130,"232","78","Low (0 - 19,999 patients annually)","99","97","Not Available","113","Not Available","15","52","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NOBLE HOSPITAL",220065,"285","80","Medium (20,000 - 39,999 patients annually)","96","95","Not Available","134","Not Available","20","54","1","60","95","93","Not Available","Not Available","34","100","7","Not Available","Not Available"
"NOCONA GENERAL HOSPITAL",450641,"106","20","Low (0 - 19,999 patients annually)","79","50","Not Available","76","Not Available","17","50","1","Not Available","79","69","Not Available","Not Available","Not Available","87","8","Not Available","Not Available"
"NOR-LEA HOSPITAL DISTRICT",321305,"297","55","Not Available","94","98","Not Available","155","Not Available","31","50","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","99","12","Not Available","Not Available"
"NORMAN REGIONAL",370008,"239","93","Very High (60,000+ patients annually)","99","97","Not Available","117","Not Available","21","47","0","83","93","97","Not Available","100","Not Available","Not Available","Not Available","1","0"
"NORTH ALABAMA SPECIALITY HOSPITAL",10172,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NORTH ARKANSAS REGIONAL MEDICAL CENTER",40017,"228","89","Medium (20,000 - 39,999 patients annually)","99","92","Not Available","134","Not Available","9","64","2","Not Available","100","100","Not Available","Not Available","Not Available","93","8","26","Not Available"
"NORTH AUSTIN MEDICAL CENTER",450809,"238","103","Very High (60,000+ patients annually)","100","72","Not Available","137","Not Available","8","35","0","Not Available","94","100","Not Available","Not Available","Not Available","Not Available","Not Available","0","0"
"NORTH BALDWIN INFIRMARY",10129,"312","89","Low (0 - 19,999 patients annually)","98","93","Not Available","181","Not Available","31","90","3","Not Available","68","97","Not Available","Not Available","Not Available","96","5","4","Not Available"
"NORTH BIG HORN HOSPITAL DISTRICT",531309,"Not Available","Not Available","Low (0 - 19,999 patients annually)","98","96","Not Available","80","Not Available","18","60","0","Not Available","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NORTH CADDO MEDICAL CENTER",191304,"207","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NORTH CANYON MEDICAL CENTER",131302,"217","35","Not Available","88","81","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NORTH CAROLINA BAPTIST HOSPITAL",340047,"349","118","Very High (60,000+ patients annually)","88","80","Not Available","196","Not Available","26","32","5","Not Available","97","100","Not Available","100","Not Available","Not Available","Not Available","Not Available","2"
"NORTH CAROLINA SPECIALTY HOSPITAL",340049,"Not Available","Not Available","Not Available","100","99","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NORTH CENTRAL BRONX HOSPITAL",330385,"365","146","Medium (20,000 - 39,999 patients annually)","78","84","Not Available","206","Not Available","73","28","5","Not Available","71","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available"
"NORTH CENTRAL SURGICAL CENTER LLP",670049,"Not Available","Not Available","Low (0 - 19,999 patients annually)","97","92","Not Available","93","Not Available","10","38","1","Not Available","99","100","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NORTH COLORADO MEDICAL CENTER",60001,"251","100","High (40,000 - 59,999 patients annually)","96","97","Not Available","152","Not Available","14","42","2","94","100","99","Not Available","53","Not Available","Not Available","Not Available","0","0"
"NORTH COUNTRY HOSPITAL AND HEALTH CENTER",471304,"Not Available","Not Available","Low (0 - 19,999 patients annually)","Not Available","79","Not Available","70","Not Available","4","26","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NORTH CYPRESS MEDICAL CENTER",670024,"330","184","High (40,000 - 59,999 patients annually)","99","96","Not Available","135","Not Available","16","45","1","Not Available","87","48","100","Not Available","Not Available","Not Available","Not Available","Not Available","0"
"NORTH FLORIDA REGIONAL MEDICAL CENTER",100204,"281","117","Very High (60,000+ patients annually)","99","85","Not Available","193","Not Available","7","26","0","Not Available","100","100","Not Available","Not Available","Not Available","Not Available","Not Available","3","0"
"NORTH HAWAII COMMUNITY HOSPITAL",120028,"282","108","Low (0 - 19,999 patients annually)","79","75","Not Available","152","Not Available","16","46","1","Not Available","96","76","Not Available","Not Available","Not Available","Not Available","Not Available","7","Not Available"
"NORTH HILLS HOSPITAL",450087,"284","89","Medium (20,000 - 39,999 patients annually)","100","97","Not Available","138","Not Available","4","24","2","94","79","83","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NORTH KANSAS CITY HOSPITAL",260096,"235","97","Very High (60,000+ patients annually)","99","99","Not Available","165","Not Available","23","46","2","33","92","98","Not Available","Not Available","Not Available","Not Available","Not Available","0","0"
"NORTH LOGAN MERCY HOSPITAL",41300,"Not Available","Not Available","Not Available","77","100","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NORTH MEMORIAL MEDICAL CENTER",240001,"250","134","Very High (60,000+ patients annually)","95","64","Not Available","157","Not Available","24","56","4","Not Available","88","89","Not Available","Not Available","Not Available","Not Available","Not Available","0","4"
"NORTH METRO MEDICAL CENTER",40074,"216","45","Low (0 - 19,999 patients annually)","99","97","Not Available","124","Not Available","38","67","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100","49","Not Available","Not Available"
"NORTH MISSISSIPPI MEDICAL CENTER",250004,"226","71","Very High (60,000+ patients annually)","100","96","Not Available","144","Not Available","16","49","1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","0"
"NORTH OAK REGIONAL MEDICAL CENTER",250126,"245","65","Low (0 - 19,999 patients annually)","91","99","Not Available","113","Not Available","25","68","5","Not Available","76","Not Available","Not Available","Not Available","Not Available","93","10","Not Available","Not Available"
"NORTH OAKS MEDICAL CENTER, L L C",190015,"243","156","Very High (60,000+ patients annually)","91","97","Not Available","129","Not Available","31","50","3","87","36","74","Not Available","Not Available","Not Available","Not Available","Not Available","0","0"
"NORTH OKALOOSA MEDICAL CENTER",100122,"270","124","Medium (20,000 - 39,999 patients annually)","92","90","Not Available","128","Not Available","19","66","2","62","100","100","Not Available","Not Available","Not Available","100","4","11","Not Available"
"NORTH OTTAWA COMMUNITY HEALTH SYSTEM",230174,"288","127","Low (0 - 19,999 patients annually)","100","81","Not Available","120","Not Available","18","32","0","Not Available","100","99","Not Available","Not Available","Not Available","100","15","4","Not Available"
