"Hospital.Name","Provider.ID","OP_10","OP_11","OP_13","OP_14","OP_8","OP_9"
"MERCY HEALTH SYSTEM CORP",520066,"2.0","0.2","3.2","1.0","25.4","7.4"
"MERCY HOSPITAL",50295,"1.1","0.4","Not Available","1.3","Not Available","8.5"
"MERCY HOSPITAL",160029,"4.4","0.3","7.3","1.1","37.5","7.0"
"MERCY HOSPITAL",200008,"2.1","0.2","3.7","0.9","40.8","4.7"
"MERCY HOSPITAL",240115,"1.0","0.0","5.7","0.2","Not Available","Not Available"
"MERCY HOSPITAL",241350,"1.3","0.0","Not Available","Not Available","Not Available","5.6"
"MERCY HOSPITAL ADA",370020,"15.3","6.2","Not Available","0.9","43.4","9.7"
"MERCY HOSPITAL AND MEDICAL CENTER",140158,"5.3","0.3","2.4","1.2","32.8","5.6"
"MERCY HOSPITAL ANDERSON",360001,"4.3","0.2","3.6","1.0","36.4","7.6"
"MERCY HOSPITAL ARDMORE, INC",370047,"16.0","5.2","2.8","0.6","43.9","5.6"
"MERCY HOSPITAL AURORA",261316,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MERCY HOSPITAL BERRYVILLE",41329,"1.8","0.0","4.0","Not Available","Not Available","6.9"
"MERCY HOSPITAL BOONEVILLE",41318,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MERCY HOSPITAL CARTHAGE",261338,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MERCY HOSPITAL CASSVILLE",261317,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MERCY HOSPITAL CLERMONT",360236,"4.8","0.6","7.1","0.6","41.4","7.9"
"MERCY HOSPITAL COLUMBUS",171308,"Not Available","Not Available","Not Available","Not Available","Not Available","5.5"
"MERCY HOSPITAL EL RENO",370011,"9.0","7.1","Not Available","Not Available","Not Available","Not Available"
"MERCY HOSPITAL FAIRFIELD",360056,"5.2","0.8","4.3","0.9","38.7","7.8"
"MERCY HOSPITAL FORT SMITH",40062,"4.1","0.4","6.9","2.1","48.5","4.4"
"MERCY HOSPITAL HEALDTON, INC.",371310,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MERCY HOSPITAL JEFFERSON",260023,"5.3","0.7","7.8","1.6","38.7","6.5"
"MERCY HOSPITAL JOPLIN",260001,"4.6","0.0","4.8","1.3","36.5","8.9"
"MERCY HOSPITAL KINGFISHER, INC",371313,"6.6","2.8","Not Available","Not Available","Not Available","9.4"
"MERCY HOSPITAL LEBANON",260059,"4.1","2.0","1.6","2.7","56.0","6.0"
"MERCY HOSPITAL LINCOLN",261319,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MERCY HOSPITAL LOGAN COUNTY, INC",371317,"7.7","6.3","Not Available","0.6","Not Available","14.9"
"MERCY HOSPITAL NORTHWEST ARKANSAS",40010,"17.5","8.6","5.7","1.4","38.9","12.6"
"MERCY HOSPITAL OF BUFFALO",330279,"4.8","0.0","4.9","1.5","Not Available","11.9"
"MERCY HOSPITAL OF DEFIANCE",360270,"0.0","0.0","Not Available","Not Available","Not Available","Not Available"
"MERCY HOSPITAL OF FOLSOM",50414,"0.2","0.0","3.6","0.7","Not Available","Not Available"
"MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN",161338,"1.6","0.0","Not Available","Not Available","Not Available","7.6"
"MERCY HOSPITAL OKLAHOMA CITY, INC",370013,"16.6","8.0","Not Available","1.2","43.6","10.0"
"MERCY HOSPITAL SPRINGFIELD",260065,"2.9","0.1","5.4","1.6","48.8","9.0"
"MERCY HOSPITAL ST LOUIS",260020,"5.1","0.0","5.7","2.3","42.2","6.2"
"MERCY HOSPITAL TISHOMINGO INC",371304,"29.2","Not Available","Not Available","0.0","Not Available","Not Available"
"MERCY HOSPITAL TURNER MEMORIAL",41303,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MERCY HOSPITAL WALDRON",41305,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MERCY HOSPITAL WASHINGTON",260052,"4.2","0.1","4.5","0.3","50.8","7.2"
"MERCY HOSPITAL WATONGA, INC",371302,"7.4","3.4","Not Available","0.0","Not Available","Not Available"
"MERCY HOSPITAL-FORT SCOTT",170058,"12.5","16.2","2.9","0.4","55.3","11.6"
"MERCY HOSPITAL, INC",170075,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MERCY MEDICAL CENTER",50444,"6.9","2.2","Not Available","0.7","Not Available","9.2"
"MERCY MEDICAL CENTER",330259,"2.0","0.3","Not Available","2.3","Not Available","43.8"
"MERCY MEDICAL CENTER",360070,"7.0","0.0","2.9","1.7","48.1","9.6"
"MERCY MEDICAL CENTER",380027,"7.4","0.0","4.1","0.7","35.2","6.8"
"MERCY MEDICAL CENTER - CEDAR RAPIDS",160079,"5.0","1.8","4.2","0.5","30.6","6.8"
"MERCY MEDICAL CENTER INC",210008,"4.0","0.7","6.3","2.1","43.5","11.2"
"MERCY MEDICAL CENTER MT SHASTA",51319,"62.1","18.7","4.1","Not Available","44.4","15.8"
"MERCY MEDICAL CENTER OF OSHKOSH",520048,"2.9","0.5","1.2","0.6","Not Available","5.4"
"MERCY MEDICAL CENTER REDDING",50280,"1.1","0.0","7.1","1.1","Not Available","Not Available"
"MERCY MEDICAL CENTER-CENTERVILLE",161377,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MERCY MEDICAL CENTER-CLINTON",160080,"1.1","0.0","8.2","1.1","Not Available","9.6"
"MERCY MEDICAL CENTER-DES MOINES",160083,"1.2","1.9","4.2","0.8","32.8","4.8"
"MERCY MEDICAL CENTER-DUBUQUE",160069,"1.1","0.0","Not Available","Not Available","Not Available","Not Available"
"MERCY MEDICAL CENTER-DYERSVILLE",161378,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MERCY MEDICAL CENTER-NEW HAMPTON",161331,"7.9","1.1","Not Available","0.0","Not Available","2.9"
"MERCY MEDICAL CENTER-NORTH IOWA",160064,"6.6","1.6","5.0","1.3","Not Available","6.7"
"MERCY MEDICAL CENTER-SIOUX CITY",160153,"13.2","1.3","7.1","0.9","41.9","3.0"
"MERCY MEDICAL CTR",220066,"7.0","0.0","3.1","1.5","Not Available","11.4"
"MERCY MEMORIAL HOSPITAL",361312,"3.5","0.9","Not Available","Not Available","Not Available","7.1"
"MERCY REGIONAL MEDICAL CENTER",60013,"4.2","2.7","4.2","Not Available","Not Available","8.3"
"MERCY REGIONAL MEDICAL CENTER",190167,"5.4","2.3","4.3","2.0","51.9","15.0"
"MERCY REGIONAL MEDICAL CENTER",360172,"5.5","5.0","3.2","2.2","37.1","6.4"
"MERCY SAN JUAN MEDICAL CENTER",50516,"0.8","0.0","3.3","2.0","Not Available","Not Available"
"MERCY ST ANNE HOSPITAL",360262,"2.2","0.2","4.7","3.8","54.7","14.4"
"MERCY ST CHARLES HOSPITAL",360081,"4.5","0.6","8.4","1.4","33.3","9.0"
"MERCY ST FRANCIS HOSPITAL",261335,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MERCY ST VINCENT MEDICAL CENTER",360112,"3.2","0.3","5.2","1.2","42.9","12.7"
"MERCY TIFFIN HOSPITAL",360089,"3.4","1.2","6.7","0.9","Not Available","3.3"
"MERCY WALWORTH HOSPITAL & MEDICAL CENTER",521357,"1.9","0.0","6.5","Not Available","50.0","6.7"
"MERCY WILLARD HOSPITAL",361310,"3.4","1.0","1.1","0.5","Not Available","4.7"
"MERIT HEALTH BILOXI",250007,"22.0","18.8","3.7","2.0","47.6","9.9"
"MERIT HEALTH CENTRAL",250072,"1.2","3.6","4.2","0.4","Not Available","5.4"
"MERIT HEALTH MADISON",250038,"2.8","2.5","Not Available","Not Available","Not Available","4.7"
"MERIT HEALTH NATCHEZ",250084,"23.9","41.5","6.1","1.5","Not Available","11.6"
"MERIT HEALTH NORTHWEST MISSISSIPPI",250042,"6.0","4.4","Not Available","0.8","46.4","5.1"
"MERIT HEALTH RANKIN",250096,"7.9","4.7","Not Available","Not Available","Not Available","5.2"
"MERIT HEALTH RIVER OAKS",250138,"12.6","10.2","Not Available","0.8","38.1","6.2"
"MERIT HEALTH RIVER REGION",250031,"1.6","5.9","6.0","1.6","43.6","6.8"
"MERIT HEALTH WESLEY",250094,"4.6","3.8","7.5","1.3","45.8","11.9"
"MERIT HEALTH WOMEN'S HOSPITAL",250136,"Not Available","Not Available","Not Available","Not Available","Not Available","6.2"
"MERITUS MEDICAL CENTER",210001,"0.2","0.0","Not Available","2.0","Not Available","Not Available"
"MERRICK MEDICAL CENTER",281328,"Not Available","Not Available","Not Available","0.0","Not Available","11.3"
"MESA VIEW REGIONAL HOSPITAL",291307,"6.4","2.0","4.1","1.2","Not Available","7.7"
"MESCALERO PHS INDIAN HOSPITAL",320058,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"METHODIST AMBULATORY SURGERY HOSPITAL NW",450780,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"METHODIST CHARLTON MEDICAL CENTER",450723,"8.7","9.5","8.5","1.2","Not Available","8.6"
"METHODIST DALLAS MEDICAL CENTER",450051,"18.7","24.4","3.3","1.5","Not Available","7.3"
"METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL",250167,"3.9","0.2","3.5","2.3","36.8","8.2"
"METHODIST HEALTHCARE MEMPHIS HOSPITALS",440049,"3.2","0.1","4.8","2.6","42.1","7.4"
"METHODIST HOSPITAL",180056,"10.9","4.2","5.6","2.0","Not Available","6.5"
"METHODIST HOSPITAL",280040,"2.3","0.2","8.8","1.6","41.3","7.8"
"METHODIST HOSPITAL",450388,"5.2","1.0","3.8","1.6","Not Available","Not Available"
"METHODIST HOSPITAL FOR SURGERY",670073,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"METHODIST HOSPITAL OF CHICAGO",140197,"26.9","Not Available","Not Available","Not Available","Not Available","4.8"
"METHODIST HOSPITAL OF SACRAMENTO",50590,"0.3","0.9","5.4","1.5","Not Available","Not Available"
"METHODIST HOSPITAL OF SOUTHERN CA",50238,"0.2","0.0","6.3","2.0","Not Available","Not Available"
"METHODIST HOSPITAL UNION COUNTY",181306,"12.8","7.1","Not Available","Not Available","Not Available","6.3"
"METHODIST HOSPITALS INC",150002,"12.7","5.8","9.2","2.9","37.3","6.9"
"METHODIST JENNIE EDMUNDSON",160047,"9.2","4.4","6.5","1.2","40.6","9.4"
"METHODIST MANSFIELD MEDICAL CENTER",670023,"5.4","4.4","11.6","1.0","Not Available","7.7"
"METHODIST MCKINNEY HOSPITAL",670069,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"METHODIST MEDICAL CENTER OF ILLINOIS",140209,"4.5","0.0","4.2","0.7","40.0","11.7"
"METHODIST MEDICAL CENTER OF OAK RIDGE",440034,"1.7","0.3","1.4","1.1","31.8","6.6"
"METHODIST RICHARDSON MEDICAL CENTER",450537,"3.8","2.9","Not Available","0.9","Not Available","5.1"
"METHODIST STONE OAK HOSPITAL",670055,"0.2","0.0","3.4","2.2","Not Available","Not Available"
"METRO HEALTH HOSPITAL",230236,"6.0","0.3","4.9","2.2","41.5","9.7"
"METRO NASHVILLE GENERAL HOSPITAL",440111,"3.2","Not Available","Not Available","Not Available","Not Available","6.3"
"METRO-EAST SERVICES INC",140307,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"METROHEALTH SYSTEM",360059,"5.4","2.2","4.7","Not Available","41.8","9.9"
"METROPLEX HOSPITAL",450152,"13.3","7.5","5.3","1.4","41.2","7.7"
"METROPOLITAN HOSPITAL",400106,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"METROPOLITAN HOSPITAL CENTER",330199,"4.0","Not Available","Not Available","Not Available","Not Available","Not Available"
"METROSOUTH MEDICAL CENTER",140118,"8.3","5.8","3.2","0.9","Not Available","4.2"
"METROWEST MEDICAL CENTER",220175,"11.0","0.1","5.9","1.1","Not Available","19.5"
"MEYERSDALE MEDICAL CENTER",391302,"3.0","0.0","Not Available","Not Available","Not Available","10.0"
"MIAMI COUNTY MEDICAL CENTER",170109,"4.8","0.0","5.1","Not Available","Not Available","9.8"
"MIAMI MEDICAL CENTER, THE",100328,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MIAMI VALLEY HOSPITAL",360051,"5.4","1.9","4.7","2.1","30.6","9.5"
"MID COAST HOSPITAL",200021,"5.3","0.0","3.8","0.4","35.6","9.0"
"MID VALLEY HOSPITAL",501328,"12.7","0.3","4.8","Not Available","57.7","10.7"
"MID-COLUMBIA MEDICAL CENTER",380001,"6.7","1.6","7.9","1.2","59.6","10.9"
"MIDDLE PARK MEDICAL CENTER",61318,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT",180020,"8.4","8.9","1.4","1.8","Not Available","29.5"
"MIDDLESEX HOSPITAL",70020,"5.2","0.0","Not Available","0.8","39.7","31.1"
"MIDLAND MEMORIAL HOSPITAL",450133,"7.8","5.7","3.5","0.9","39.0","12.2"
"MIDMICHIGAN MEDICAL CENTER - ALPENA",230036,"19.3","4.4","2.5","1.1","30.6","6.3"
"MIDMICHIGAN MEDICAL CENTER-CLARE",230180,"3.4","1.5","5.6","0.2","Not Available","7.5"
"MIDMICHIGAN MEDICAL CENTER-GLADWIN",231325,"4.2","0.7","1.7","0.0","Not Available","9.7"
"MIDMICHIGAN MEDICAL CENTER-GRATIOT",230030,"13.7","4.4","5.0","Not Available","38.0","7.1"
"MIDMICHIGAN MEDICAL CENTER-MIDLAND",230222,"6.1","2.5","4.3","0.8","28.5","7.6"
"MIDSTATE MEDICAL CENTER",70017,"2.5","0.0","Not Available","1.7","Not Available","19.6"
"MIDTOWN MEDICAL CENTER",110064,"9.7","2.7","Not Available","0.8","52.2","3.6"
"MIDWEST MEDICAL CENTER",141302,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL",520205,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MIDWEST SURGICAL HOSPITAL LLC",280131,"Not Available","Not Available","Not Available","0.0","43.8","Not Available"
"MIDWESTERN REGION MED CENTER",140100,"31.8","0.0","Not Available","Not Available","Not Available","4.6"
"MILAN GENERAL HOSPITAL",440060,"1.2","3.1","Not Available","Not Available","Not Available","8.7"
"MILBANK AREA HOSPITAL/AVERA HEALTH",431326,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MILE BLUFF MEDICAL CENTER",520109,"3.7","2.2","5.6","Not Available","Not Available","11.9"
"MILFORD HOSPITAL, INC",70019,"3.5","1.1","Not Available","1.6","Not Available","38.5"
"MILFORD REGIONAL MEDICAL CENTER",220090,"3.8","0.1","5.9","1.3","37.9","6.8"
"MILFORD VALLEY MEMORIAL HOSPITAL",461305,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MILLCREEK COMMUNITY HOSPITAL",390198,"3.0","Not Available","Not Available","Not Available","Not Available","11.9"
"MILLE LACS HEALTH SYSTEM",241356,"0.0","Not Available","Not Available","0.0","Not Available","7.4"
"MILLER CHILDREN'S HOSPITAL",53309,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MILLER COUNTY HOSPITAL",111305,"0.8","2.5","Not Available","Not Available","Not Available","Not Available"
"MILLINOCKET REGIONAL HOSPITAL",201307,"4.7","0.5","6.1","Not Available","Not Available","11.0"
"MILLS-PENINSULA MEDICAL CENTER",50007,"5.1","0.7","6.2","1.3","36.9","19.2"
"MILTON S HERSHEY MEDICAL CENTER",390256,"11.1","0.1","3.8","1.4","28.4","7.9"
"MIMBRES MEMORIAL HOSPITAL",321309,"3.9","2.8","3.6","Not Available","Not Available","10.8"
"MINDEN MEDICAL CENTER",190144,"6.7","0.4","Not Available","1.6","48.6","7.7"
"MINERAL COMMUNITY HOSPITAL",271331,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MINERS' COLFAX MEDICAL CENTER",321307,"6.1","6.1","Not Available","Not Available","Not Available","Not Available"
"MINIDOKA MEMORIAL HOSPITAL",131319,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MINIMALLY INVASIVE SURGERY HOSPITAL",170199,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MINISTRY DOOR COUNTY MEDICAL CENTER",521358,"1.8","0.4","1.1","Not Available","66.2","6.4"
"MINISTRY EAGLE RIVER MEMORIAL HOSPITAL",521300,"4.0","0.0","Not Available","Not Available","Not Available","6.0"
"MINISTRY SACRED HEART HOSPITAL",521313,"6.2","0.0","Not Available","Not Available","Not Available","7.8"
"MINISTRY SAINT MARYS HOSPITAL",520019,"4.4","0.0","5.5","Not Available","35.3","7.2"
"MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT",520002,"3.9","0.3","3.2","1.2","42.9","5.9"
"MINNEOLA DISTRICT HOSPITAL NBR 2",171368,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MINNESOTA VALLEY HEALTH CENTER  INC",241375,"Not Available","Not Available","Not Available","Not Available","Not Available","3.8"
"MINNIE HAMILTON HEALTH SYSTEM",511303,"3.2","0.0","Not Available","Not Available","Not Available","6.6"
"MIRACLE MILE MEDICAL CENTER",50751,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MISSION COMMUNITY HOSPITAL",50704,"3.5","Not Available","Not Available","0.6","Not Available","Not Available"
"MISSION HOSPITAL REGIONAL MED CENTER",50567,"9.7","0.5","4.3","1.4","37.7","10.4"
"MISSION REGIONAL MEDICAL CENTER",450176,"6.6","0.0","Not Available","0.6","Not Available","10.7"
"MISSISSIPPI BAPTIST MEDICAL CENTER",250102,"3.2","4.1","4.8","0.7","39.0","7.6"
"MISSISSIPPI METHODIST REHAB CTR",250152,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MISSOURI BAPTIST MEDICAL CENTER",260108,"2.0","0.1","6.1","1.4","39.8","6.3"
"MISSOURI BAPTIST SULLIVAN HOSPITAL",261337,"0.9","0.0","5.0","1.6","Not Available","5.4"
"MISSOURI DELTA MEDICAL CENTER",260113,"3.2","0.0","5.9","Not Available","30.3","14.7"
"MISSOURI RIVER MEDICAL CENTER",271304,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MITCHELL COUNTY HOSPITAL",111331,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MITCHELL COUNTY HOSPITAL DISTRICT",451342,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS",171375,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MITCHELL COUNTY REGIONAL HEALTH",161323,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MIZELL MEMORIAL HOSPITAL",10007,"15.5","7.5","Not Available","Not Available","Not Available","20.3"
"MOAB REGIONAL HOSPITAL",461302,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MOBERLY REGIONAL MEDICAL CENTER",260074,"5.8","3.0","9.2","Not Available","Not Available","Not Available"
"MOBILE INFIRMARY MEDICAL CENTER",10113,"62.7","0.2","Not Available","1.3","43.6","8.9"
"MOBRIDGE REGIONAL HOSPITAL - CAH",431325,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MODOC MEDICAL CENTER",51330,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MOLOKAI GENERAL HOSPITAL",121303,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MONADNOCK COMMUNITY HOSPITAL",301309,"6.2","0.4","4.1","0.3","Not Available","9.3"
"MONMOUTH MEDICAL CENTER",310075,"6.0","0.4","8.6","1.2","Not Available","8.6"
"MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS",310084,"8.4","0.0","Not Available","1.2","Not Available","8.9"
"MONONGAHELA VALLEY HOSPITAL",390147,"20.1","0.0","4.5","Not Available","Not Available","6.9"
"MONONGALIA COUNTY GENERAL HOSPITAL",510024,"32.8","0.3","3.9","1.5","43.5","8.6"
"MONROE COMMUNITY HOSPITAL",330403,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MONROE COUNTY HOSPITAL",10120,"17.6","2.1","7.1","1.1","Not Available","16.9"
"MONROE COUNTY HOSPITAL",111318,"1.4","0.9","Not Available","Not Available","Not Available","3.1"
"MONROE COUNTY HOSPITAL",161342,"78.0","0.0","Not Available","0.0","Not Available","2.2"
"MONROE COUNTY MEDICAL CENTER",180105,"5.4","5.0","7.2","Not Available","Not Available","9.0"
"MONROE HOSPITAL",150183,"0.8","0.0","Not Available","Not Available","Not Available","Not Available"
"MONROE SURGICAL HOSPITAL",190245,"41.1","2.8","5.3","Not Available","Not Available","14.0"
"MONTCLAIR HOSPITAL MEDICAL CENTER",50758,"0.0","Not Available","Not Available","Not Available","Not Available","Not Available"
"MONTEFIORE MEDICAL CENTER",330059,"6.9","2.3","6.4","1.3","35.9","5.4"
"MONTEFIORE MOUNT VERNON HOSPITAL",330086,"2.9","2.4","Not Available","Not Available","Not Available","7.8"
"MONTEFIORE NEW ROCHELLE HOSPITAL",330184,"0.8","0.0","Not Available","Not Available","Not Available","15.0"
"MONTEREY PARK HOSPITAL",50736,"34.3","0.0","Not Available","Not Available","Not Available","3.4"
"MONTGOMERY COUNTY MEMORIAL HOSPITAL",161363,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MONTGOMERY GENERAL HOSPITAL, INC",511318,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
