"","Provider.ID","Hospital.name","PAYM_30_AMI","PAYM_30_HF","PAYM_30_PN","PAYM_90_HIP_KNEE"
"3018",340060,"MOREHEAD MEMORIAL HOSPITAL","$23,826","$15,210","$15,750","Not Available"
"3019",340061,"UNIVERSITY OF NORTH CAROLINA HOSPITAL","$21,218","$16,542","$17,010","$26,216"
"3020",340064,"WILKES REGIONAL MEDICAL CENTER","$23,223","$15,838","$19,020","$22,780"
"3021",340068,"COLUMBUS REGIONAL HEALTHCARE SYSTEM","$22,605","$15,002","$17,253","$25,673"
"3022",340069,"WAKEMED, RALEIGH CAMPUS","$22,257","$15,232","$16,303","$20,956"
"3023",340070,"ALAMANCE REGIONAL MEDICAL CENTER","$21,969","$16,036","$17,395","$22,029"
"3024",340071,"BETSY JOHNSON REGIONAL  HOSPITAL","$22,777","$15,757","$14,954","$22,920"
"3025",340073,"DUKE HEALTH RALEIGH HOSPITAL","$24,085","$15,494","$15,771","$22,086"
"3026",340075,"CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE","$21,594","$14,046","$16,495","$24,331"
"3027",340084,"CAROLINAS HEALTH CARE SYSTEM ANSON","Not Available","Not Available","$19,534","Not Available"
"3028",340085,"NOVANT HEALTH THOMASVILLE MEDICAL CENTER","Not Available","$15,828","$16,540","$23,532"
"3029",340087,"THE MCDOWELL HOSPITAL","Not Available","$16,096","$15,531","Not Available"
"3030",340090,"JOHNSTON HEALTH","$23,848","$14,920","$17,804","$25,960"
"3031",340091,"THE MOSES H CONE MEMORIAL HOSPITAL","$19,980","$15,362","$16,081","$21,431"
"3032",340096,"LEXINGTON MEMORIAL HOSPITAL INC","Not Available","$14,966","$16,118","$23,540"
"3033",340097,"HUGH CHATHAM MEMORIAL HOSPITAL","$22,335","$15,577","$16,669","$22,494"
"3034",340098,"CAROLINAS HEALTHCARE SYSTEM PINEVILLE","$19,767","$15,477","$17,075","$23,186"
"3035",340099,"VIDANT ROANOKE CHOWAN HOSPITAL","$23,464","$15,244","$17,174","$21,455"
"3036",340106,"SANDHILLS REGIONAL MEDICAL CENTER","Not Available","$13,927","$14,155","Not Available"
"3037",340107,"VIDANT EDGECOMBE HOSPITAL","$24,176","$16,384","$17,307","$25,594"
"3038",340109,"SENTARA ALBEMARLE MEDICAL CENTER","$22,398","$16,510","$16,966","$22,532"
"3039",340113,"CAROLINAS MEDICAL CENTER/BEHAV HEALTH","$21,863","$15,441","$16,562","$19,880"
"3040",340114,"REX HOSPITAL","$20,608","$15,637","$17,162","$20,284"
"3041",340115,"FIRSTHEALTH MOORE REGIONAL HOSPITAL","$19,310","$15,370","$15,098","$20,439"
"3042",340116,"FRYE REGIONAL MEDICAL CENTER","$22,399","$15,308","$16,091","$21,687"
"3043",340119,"CAROLINAS HEALTHCARE SYSTEM STANLY","$23,544","$16,173","$17,567","$19,822"
"3044",340120,"VIDANT DUPLIN  HOSPITAL","$23,622","$13,220","$16,430","Not Available"
"3045",340123,"RANDOLPH HOSPITAL","$23,619","$15,815","$18,413","$21,386"
"3046",340126,"WILSON MEDICAL CENTER","$22,813","$15,388","$17,781","$23,255"
"3047",340127,"GRANVILLE HEALTH SYSTEMS","$21,136","$14,829","$15,858","$25,023"
"3048",340129,"LAKE NORMAN REGIONAL MEDICAL CENTER","$22,009","$15,945","$19,474","$20,508"
"3049",340130,"CAROLINAS HEALTHCARE SYSTEM UNION","$22,085","$16,090","$17,569","$24,395"
"3050",340131,"CAROLINA EAST MEDICAL CENTER","$22,062","$14,812","$15,220","$20,324"
"3051",340132,"MARIA PARHAM MEDICAL CENTER","$23,718","$14,478","$16,237","Not Available"
"3052",340133,"MARTIN GENERAL HOSPITAL","Not Available","$14,859","$16,504","$20,872"
"3053",340141,"NEW HANOVER REGIONAL MEDICAL CENTER","$22,952","$16,368","$17,305","$20,212"
"3054",340142,"CARTERET GENERAL HOSPITAL","$23,037","$14,831","$16,515","$20,553"
"3055",340143,"CATAWBA VALLEY MEDICAL CENTER","$23,155","$16,249","$18,816","$21,981"
"3056",340144,"DAVIS REGIONAL MEDICAL CENTER","$22,738","$16,321","$16,139","$22,845"
"3057",340145,"CAROLINAS HEALTHCARE SYSTEM LINCOLN","$21,354","$15,565","$17,099","$21,948"
"3058",340147,"NASH GENERAL HOSPITAL","$23,001","$15,492","$17,540","$22,645"
"3059",340148,"NOVANT HEALTH MEDICAL PARK HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"3060",340151,"HALIFAX REGIONAL MEDICAL CENTER INC","$22,584","$15,254","$15,873","$19,048"
"3061",340155,"DUKE REGIONAL HOSPITAL","$20,852","$14,514","$16,141","$21,045"
"3062",340156,"CHEROKEE INDIAN HOSPITAL AUTHORITY","Not Available","Not Available","$14,258","Not Available"
"3063",340158,"NOVANT HEALTH BRUNSWICK MEDICAL CENTER","$23,430","$15,920","$16,694","$20,232"
"3064",340159,"PERSON MEMORIAL HOSPITAL","Not Available","$16,513","$15,059","$25,325"
"3065",340166,"CAROLINAS MED CTR-UNIVERSITY","$23,421","$15,384","$18,091","$21,352"
"3066",340168,"WILMINGTON TREATMENT CENTER","Not Available","Not Available","Not Available","Not Available"
"3067",340171,"NOVANT HEALTH MATTHEWS MEDICAL CENTER","$20,361","$15,788","$16,506","$23,224"
"3068",340173,"WAKEMED, CARY HOSPITAL","$21,588","$15,467","$16,578","$21,487"
"3069",340183,"NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER","$22,723","$16,106","$17,519","$20,588"
"3070",340184,"HAYWOOD REGIONAL MEDICAL CENTER","$21,776","$15,511","$15,571","$20,110"
"3071",340186,"VIDANT BEAUFORT HOSPITAL","Not Available","$13,237","$15,155","$23,897"
"3072",340187,"DAVIE MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"3073",340188,"CAPE FEAR VALLEY HOKE HOSPITAL","Not Available","Not Available","$13,005","Not Available"
"3074",341302,"OUR COMMUNITY HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"3075",341303,"FIRSTHEALTH MONTGOMERY MEMORIAL HOSP","Not Available","Not Available","$16,765","Not Available"
"3076",341304,"VIDANT BERTIE  HOSPITAL","Not Available","$15,473","$14,978","Not Available"
"3077",341305,"SWAIN COUNTY HOSPITAL","Not Available","$14,323","$14,119","Not Available"
"3078",341307,"PENDER MEMORIAL HOSPITAL","Not Available","$16,479","$15,743","Not Available"
"3079",341311,"CHATHAM HOSPITAL INC","Not Available","$16,317","$17,929","Not Available"
"3080",341314,"WASHINGTON COUNTY HOSP INC","Not Available","$15,641","$16,626","Not Available"
"3081",341315,"CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL","Not Available","$15,612","$16,809","Not Available"
"3082",341316,"HIGHLANDS CASHIERS HOSPITAL INC","Not Available","Not Available","$16,189","Not Available"
"3083",341317,"LIFEBRITE COMMUNITY HOSPITAL OF STOKES","Not Available","Not Available","$15,617","Not Available"
"3084",341318,"VIDANT CHOWAN HOSPITAL","Not Available","$12,630","$14,642","$21,465"
"3085",341319,"TRANSYLVANIA REGIONAL HOSPITAL, INC","Not Available","$16,343","$15,175","$21,118"
"3086",341320,"ALLEGHANY COUNTY MEMORIAL HOSPITAL","Not Available","Not Available","$15,112","Not Available"
"3087",341322,"ST LUKES HOSPITAL","Not Available","$15,680","$17,073","$22,220"
"3088",341323,"CHARLES A CANNON JR MEMORIAL HOSPITAL","Not Available","$14,835","$15,658","Not Available"
"3089",341324,"THE OUTER BANKS HOSPITAL, INC","Not Available","Not Available","$15,970","$20,819"
"3090",341325,"ASHE MEMORIAL HOSPITAL","$19,933","$14,417","$13,243","Not Available"
"3091",341326,"ANGEL MEDICAL CENTER","$22,791","$13,805","$15,131","$22,116"
"3092",341327,"J ARTHUR DOSHER MEMORIAL HOSPITAL","Not Available","$14,427","$13,799","$18,582"
"3093",341328,"MURPHY MEDICAL CENTER INC","Not Available","$15,961","$17,120","$21,720"
"3094",341329,"BLUE RIDGE REGIONAL HOSPITAL, INC","Not Available","$16,007","$17,461","Not Available"
"3095",350002,"CHI ST ALEXIUS HEALTH BISMARCK","$21,699","$15,422","$16,908","$18,950"
"3096",350006,"TRINITY HOSPITALS","$23,144","$16,968","$17,044","$18,552"
"3097",350011,"SANFORD MEDICAL CENTER FARGO","$23,154","$15,977","$17,057","$21,911"
"3098",350015,"SANFORD MEDICAL CENTER BISMARCK","$21,917","$14,984","$16,579","$18,419"
"3099",350019,"ALTRU HOSPITAL","$24,245","$16,169","$18,756","$21,163"
"3100",350063,"P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK","Not Available","Not Available","$13,088","Not Available"
"3101",350064,"STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"3102",350070,"ESSENTIA HEALTH-FARGO","$23,252","$14,720","$15,360","$20,684"
"3103",351300,"TIOGA MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"3104",351301,"MOUNTRAIL COUNTY MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"3105",351302,"MCKENZIE COUNTY HEALTHCARE SYSTEMS","Not Available","Not Available","$15,180","Not Available"
"3106",351303,"GARRISON MEMORIAL HOSPITAL","Not Available","Not Available","$17,920","Not Available"
"3107",351304,"CHI ST ALEXIUS HEALTH TURTLE LAKE","Not Available","Not Available","Not Available","Not Available"
"3108",351305,"KENMARE COMMUNITY HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"3109",351306,"COOPERSTOWN MEDICAL CENTER","Not Available","Not Available","$17,184","Not Available"
"3110",351307,"ST ANDREWS HEALTH CENTER - CAH","Not Available","Not Available","$19,269","Not Available"
"3111",351308,"NELSON COUNTY HEALTH SYSTEM","Not Available","Not Available","Not Available","Not Available"
"3112",351309,"SANFORD MAYVILLE","Not Available","$15,955","$16,489","Not Available"
"3113",351310,"SAKAKAWEA MEDICAL CENTER - CAH","Not Available","$17,330","$17,656","Not Available"
"3114",351311,"CHI LISBON HEALTH","Not Available","$18,284","$18,457","Not Available"
"3115",351312,"NORTHWOOD DEACONESS HEALTH CENTER","Not Available","Not Available","Not Available","Not Available"
"3116",351313,"SOUTHWEST HEALTHCARE SERVICES","Not Available","Not Available","Not Available","Not Available"
"3117",351314,"JACOBSON MEMORIAL HOSPITAL CARE CENTER","Not Available","Not Available","Not Available","Not Available"
"3118",351315,"CHI OAKES HOSPITAL","Not Available","$15,502","$18,729","Not Available"
"3119",351316,"PRESENTATION MEDICAL CENTER","Not Available","Not Available","$18,094","Not Available"
"3120",351318,"CARRINGTON HEALTH CENTER","Not Available","$16,628","$16,770","Not Available"
"3121",351319,"PEMBINA COUNTY MEMORIAL HOSPITAL","Not Available","Not Available","$14,800","Not Available"
"3122",351320,"UNITY MEDICAL CENTER","Not Available","Not Available","$16,210","Not Available"
"3123",351321,"WISHEK COMMUNITY HOSPITAL","Not Available","$16,954","$15,877","Not Available"
"3124",351322,"ASHLEY MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"3125",351323,"CCMH & CLINICS","Not Available","Not Available","$17,729","Not Available"
"3126",351324,"CHI MERCY HEALTH","Not Available","$16,458","$16,920","Not Available"
"3127",351325,"ST LUKE'S HOSPITAL","Not Available","Not Available","$22,273","Not Available"
"3128",351326,"FIRST CARE HEALTH CENTER","Not Available","Not Available","$15,586","Not Available"
"3129",351327,"ST ALOISIUS MEDICAL CENTER","Not Available","$16,439","$14,093","Not Available"
"3130",351328,"LINTON HOSPITAL - CAH","Not Available","Not Available","$16,125","Not Available"
"3131",351329,"SANFORD HILLSBORO","Not Available","Not Available","Not Available","Not Available"
"3132",351330,"WEST RIVER REGIONAL MEDICAL CENTER-CAH","Not Available","$13,423","$13,555","Not Available"
"3133",351331,"TOWNER COUNTY MEDICAL CENTER","Not Available","Not Available","$15,809","Not Available"
"3134",351332,"HEART OF AMERICA MEDICAL CENTER","Not Available","Not Available","$19,503","Not Available"
"3135",351333,"CHI ST ALEXIUS HEALTH DEVILS LAKE","Not Available","$16,055","$18,148","Not Available"
"3136",351334,"CHI ST ALEXIUS HEALTH WILLISTON","Not Available","$16,004","$14,690","$19,825"
"3137",351335,"JAMESTOWN REGIONAL MEDICAL CENTER","Not Available","$15,084","$17,076","$24,968"
"3138",351336,"CHI ST ALEXIUS HEALTH DICKINSON","$20,685","$15,143","$15,185","$19,365"
"3139",360001,"MERCY HOSPITAL ANDERSON","$25,083","$16,674","$18,288","$23,518"
"3140",360002,"UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER","$21,650","$14,772","$15,092","$19,132"
"3141",360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC","$22,503","$17,583","$17,476","$27,229"
"3142",360006,"RIVERSIDE METHODIST HOSPITAL","$22,287","$17,563","$18,010","$20,968"
"3143",360008,"SOUTHERN OHIO MEDICAL CENTER","$25,283","$17,435","$17,325","$26,301"
"3144",360009,"LIMA MEMORIAL HEALTH SYSTEM","$24,702","$16,355","$18,316","$23,208"
"3145",360010,"UNION HOSPITAL","$22,521","$16,441","$17,591","$22,387"
"3146",360011,"MARION GENERAL HOSPITAL","$24,661","$14,898","$15,662","$24,837"
"3147",360012,"MOUNT CARMEL ST ANN'S","$21,183","$16,111","$16,177","$20,985"
"3148",360013,"WILSON MEMORIAL HOSPITAL","Not Available","$16,313","$17,122","$23,577"
"3149",360014,"OHIOHEALTH O'BLENESS HOSPITAL","Not Available","$15,269","$17,530","$23,016"
"3150",360016,"JEWISH HOSPITAL, LLC","$22,828","$18,534","$18,642","$19,244"
"3151",360017,"GRANT MEDICAL CENTER","$22,488","$16,968","$17,873","$22,146"
"3152",360020,"SUMMA HEALTH SYSTEM","$23,044","$16,735","$18,596","$21,307"
"3153",360025,"FIRELANDS REGIONAL MEDICAL CENTER","$22,542","$16,098","$16,372","$23,884"
"3154",360026,"GREENE MEMORIAL HOSPITAL","Not Available","$16,608","$18,013","$23,330"
"3155",360027,"AKRON GENERAL MEDICAL CENTER","$22,769","$15,902","$17,191","$23,267"
"3156",360029,"WOOD COUNTY HOSPITAL","Not Available","$14,943","$15,863","$23,178"
"3157",360032,"GRAND LAKE HEALTH SYSTEM","$23,583","$14,550","$15,051","$22,757"
"3158",360035,"MOUNT CARMEL WEST","$22,254","$16,712","$17,342","$21,402"
"3159",360036,"WOOSTER COMMUNITY HOSPITAL","$24,352","$18,187","$17,539","$22,294"
"3160",360037,"ST VINCENT CHARITY MEDICAL CENTER","$23,050","$14,864","$16,340","$23,294"
"3161",360039,"GENESIS HOSPITAL","$22,586","$16,540","$16,440","$21,041"
"3162",360040,"KNOX COMMUNITY HOSPITAL","$23,850","$15,510","$16,108","$24,868"
"3163",360041,"PARMA COMMUNITY GENERAL HOSPITAL","$22,965","$16,441","$18,865","$21,437"
"3164",360044,"WAYNE HOSPITAL","$23,447","$16,952","$17,168","$23,902"
"3165",360046,"MCCULLOUGH-HYDE MEMORIAL HOSPITAL","Not Available","$17,030","$17,296","$23,055"
"3166",360048,"UNIVERSITY OF TOLEDO MEDICAL CENTER","$24,243","$17,589","$18,517","$26,321"
"3167",360051,"MIAMI VALLEY HOSPITAL","$22,005","$16,892","$18,231","$19,907"
"3168",360052,"GOOD SAMARITAN HOSPITAL","$25,170","$17,358","$21,102","$25,456"
"3169",360054,"HOLZER MEDICAL CENTER","$25,256","$17,072","$17,650","Not Available"
"3170",360055,"STEWARD TRUMBULL MEMORIAL HOSPITAL, INC","$23,754","$16,819","$16,925","$22,767"
"3171",360056,"MERCY HOSPITAL FAIRFIELD","$22,975","$16,529","$18,049","$22,459"
"3172",360058,"MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL","$23,931","$14,208","$16,294","$23,396"
"3173",360059,"METROHEALTH SYSTEM","$22,904","$15,853","$16,882","$29,415"
"3174",360064,"ST ELIZABETH YOUNGSTOWN HOSPITAL","$23,313","$17,905","$19,717","$23,208"
"3175",360065,"FISHER-TITUS HOSPITAL","$22,521","$16,590","$17,348","$21,008"
"3176",360066,"ST RITA'S MEDICAL CENTER","$22,940","$16,692","$17,514","$24,519"
"3177",360068,"TOLEDO HOSPITAL THE","$23,219","$18,062","$19,722","$19,819"
"3178",360070,"MERCY MEDICAL CENTER","$26,340","$17,240","$17,394","$20,318"
"3179",360071,"VAN WERT COUNTY HOSPITAL","Not Available","$16,098","$17,724","$22,626"
"3180",360072,"FAIRFIELD MEDICAL CENTER","$24,586","$15,723","$16,476","$20,580"
"3181",360074,"FLOWER HOSPITAL","$25,044","$17,485","$19,833","$23,283"
"3182",360075,"UHHS RICHMOND HEIGHTS HOSPITAL","$24,496","$17,738","$18,367","$25,317"
"3183",360076,"ATRIUM MEDICAL CENTER","$24,975","$18,511","$18,627","$24,385"
"3184",360077,"FAIRVIEW HOSPITAL","$22,869","$15,892","$16,816","$23,681"
"3185",360078,"UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER","$24,069","$15,646","$16,984","$22,234"
"3186",360079,"KETTERING MEDICAL CENTER","$23,771","$16,645","$17,564","$20,021"
"3187",360080,"EAST OHIO REGIONAL HOSPITAL","$24,616","$17,683","$20,363","$20,899"
"3188",360081,"MERCY ST CHARLES HOSPITAL","$24,020","$16,066","$18,508","$21,228"
"3189",360082,"EUCLID HOSPITAL","Not Available","$18,525","$17,277","$20,529"
"3190",360084,"AULTMAN HOSPITAL","$24,120","$16,855","$17,757","$19,546"
"3191",360085,"OHIO STATE UNIVERSITY HOSPITALS","$22,518","$16,888","$17,912","$24,575"
"3192",360086,"SPRINGFIELD REGIONAL MEDICAL CENTER","$25,753","$17,872","$19,586","$29,542"
"3193",360087,"LUTHERAN HOSPITAL","Not Available","$15,994","$15,322","$20,465"
"3194",360089,"MERCY TIFFIN HOSPITAL","Not Available","$16,076","$14,364","$22,175"
"3195",360090,"ST LUKE'S HOSPITAL","$23,013","$15,948","$16,745","$22,019"
"3196",360091,"MEDINA HOSPITAL","Not Available","$16,471","$17,464","$22,604"
"3197",360092,"MEMORIAL HOSPITAL","Not Available","$16,782","$16,401","$22,376"
"3198",360095,"BLANCHARD VALLEY HOSPITAL","$22,782","$15,628","$16,522","$20,244"
"3199",360096,"EAST LIVERPOOL CITY HOSPITAL","$24,298","$17,454","$21,053","Not Available"
"3200",360098,"LAKE HEALTH","$23,020","$16,832","$18,507","$23,505"
"3201",360107,"BELLEVUE HOSPITAL","Not Available","$16,273","$14,520","$27,301"
"3202",360109,"COSHOCTON REGIONAL MEDICAL CENTER","Not Available","$16,377","$16,025","Not Available"
"3203",360112,"MERCY ST VINCENT MEDICAL CENTER","$26,399","$16,891","$19,124","$25,282"
"3204",360118,"OHIOHEALTH MANSFIELD HOSPITAL","$22,414","$16,615","$17,396","$18,929"
"3205",360121,"COMMUNITY HOSPITALS AND WELLNESS CENTERS","$26,188","$17,234","$17,403","$27,441"
"3206",360123,"ST JOHN MEDICAL CENTER","$22,285","$16,946","$17,017","$22,836"
"3207",360125,"ASHTABULA COUNTY MEDICAL CENTER","$23,742","$15,893","$17,137","$27,073"
"3208",360131,"ALLIANCE COMMUNITY HOSPITAL","Not Available","$16,620","$18,897","$20,347"
"3209",360132,"FORT HAMILTON HUGHES MEMORIAL HOSPITAL","$20,849","$17,582","$18,225","$23,789"
"3210",360133,"GRANDVIEW HOSPITAL & MEDICAL CENTER","$23,604","$16,862","$16,857","$23,005"
"3211",360134,"GOOD SAMARITAN HOSPITAL","$23,320","$17,796","$17,653","$21,032"
"3212",360137,"UH CLEVELAND MEDICAL CENTER","$23,417","$17,179","$16,307","$22,121"
"3213",360141,"STEWARD NORTHSIDE MEDICAL CENTER, INC","$25,726","$17,569","$19,954","$25,118"
"3214",360143,"MARYMOUNT HOSPITAL","$25,246","$16,948","$19,379","$22,119"
"3215",360144,"SOUTH POINTE HOSPITAL","$23,542","$16,347","$18,088","$23,317"
"3216",360145,"UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER","$21,306","$17,147","$17,549","$24,131"
"3217",360147,"MARIETTA MEMORIAL HOSPITAL","$22,782","$15,732","$18,222","Not Available"
"3218",360148,"POMERENE HOSPITAL","Not Available","$15,894","$16,612","$21,835"
"3219",360150,"SUMMA WESTERN RESERVE HOSPITAL","Not Available","$16,297","$17,036","$24,009"
"3220",360151,"AFFINITY MEDICAL CENTER","$25,200","$17,478","$18,589","$22,263"
"3221",360152,"DOCTORS HOSPITAL","$22,288","$16,001","$17,538","$23,952"
"3222",360153,"BELMONT COMMUNITY HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"3223",360155,"SOUTHWEST GENERAL HEALTH CENTER","$22,724","$16,203","$16,127","$19,063"
"3224",360156,"MEMORIAL HOSPITAL","$23,014","$15,041","$17,677","$24,208"
"3225",360159,"ADENA REGIONAL MEDICAL CENTER","$21,812","$15,121","$17,176","$26,662"
"3226",360161,"ST JOSEPH WARREN HOSPITAL","$23,648","$16,782","$20,635","$25,358"
"3227",360163,"CHRIST HOSPITAL","$23,882","$18,149","$18,016","$19,450"
"3228",360170,"BERGER HOSPITAL","Not Available","$16,939","$17,472","$23,072"
"3229",360172,"MERCY REGIONAL MEDICAL CENTER","$24,064","$17,671","$18,638","$27,385"
"3230",360174,"UPPER VALLEY MEDICAL CENTER","$22,115","$18,015","$18,164","$26,619"
"3231",360175,"CLINTON MEMORIAL HOSPITAL","Not Available","$17,339","$17,459","$20,757"
"3232",360179,"BETHESDA NORTH","$24,612","$17,601","$18,279","$23,789"
"3233",360180,"CLEVELAND CLINIC","$24,123","$15,809","$17,380","$22,153"
"3234",360185,"SALEM REGIONAL MEDICAL CENTER","$25,953","$16,957","$16,863","$21,086"
"3235",360189,"MADISON COUNTY HOSPITAL INC","Not Available","$14,348","$15,383","Not Available"
"3236",360192,"UH GEAUGA MEDICAL CENTER","$26,313","$17,220","$18,236","$20,653"
"3237",360197,"MARY RUTAN HOSPITAL","Not Available","$16,665","$16,865","$23,605"
"3238",360203,"SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER","$22,306","$16,369","$15,590","$23,449"
"3239",360210,"GRADY MEMORIAL HOSPITAL","Not Available","$16,251","$16,625","$25,619"
"3240",360211,"TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST","$25,311","$20,554","$20,116","$26,999"
"3241",360218,"LICKING MEMORIAL HOSPITAL","$21,892","$15,323","$16,467","$23,056"
"3242",360230,"HILLCREST HOSPITAL","$23,314","$15,641","$16,795","$22,365"
"3243",360234,"MERCY HEALTH - WEST HOSPITAL","$24,056","$17,251","$19,106","$24,526"
"3244",360236,"MERCY HOSPITAL CLERMONT","$22,938","$15,893","$19,017","$25,526"
"3245",360239,"SYCAMORE MEDICAL CENTER","$24,038","$16,728","$15,851","$22,064"
"3246",360241,"EDWIN SHAW REHAB INSTITUTE","Not Available","Not Available","Not Available","Not Available"
