Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
"190053","JENNINGS AMERICAN LEGION HOSPITAL","1634 ELTON ROAD","JENNINGS","LA","70546","Jefferson Davis","55.27","78.52","86.68","83.38","84.93","8 out of 10","4 out of 9","8 out of 10","57.39","80.44","88.51","87.16","89.54","10 out of 10","9 out of 9","10 out of 10","38.40","65.08","80.35","71.73","72.20","5 out of 10","0 out of 9","5 out of 10","25.21","51.45","62.44","57.12","59.76","7 out of 10","4 out of 9","7 out of 10","43.43","63.37","73.66","69.29","72.21","8 out of 10","6 out of 9","8 out of 10","40.05","65.60","79.00","74.01","73.03","5 out of 10","0 out of 9","5 out of 10","62.25","86.60","91.63","88.44","91.58","9 out of 10","9 out of 9","9 out of 10","37.67","70.23","84.58","75.51","75.65","4 out of 10","0 out of 9","4 out of 10","56","20"
"330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","UTICA","NY","13501","Oneida","55.27","78.52","86.68","79.05","78.53","1 out of 10","0 out of 9","1 out of 10","57.39","80.44","88.51","78.60","78.21","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","65.29","66.06","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","51.16","46.71","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","61.70","61.79","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","61.69","60.34","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","83.26","88.03","3 out of 10","5 out of 9","5 out of 10","37.67","70.23","84.58","68.77","65.73","0 out of 10","0 out of 9","0 out of 10","7","15"
"250031","MERIT HEALTH RIVER REGION","2100 HWY 61 N","VICKSBURG","MS","39183","Warren","55.27","78.52","86.68","75.58","73.53","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","85.36","82.88","3 out of 10","0 out of 9","3 out of 10","38.40","65.08","80.35","62.03","56.79","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","50.83","44.27","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.85","56.12","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","72.52","69.57","3 out of 10","0 out of 9","3 out of 10","62.25","86.60","91.63","82.93","83.50","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","65.99","64.22","0 out of 10","0 out of 9","0 out of 10","6","12"
"330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","MIDDLETOWN","NY","10940","Orange","55.27","78.52","86.68","80.09","79.64","2 out of 10","0 out of 9","2 out of 10","57.39","80.44","88.51","76.85","76.58","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","64.15","64.30","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","44.79","46.07","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","60.92","63.50","1 out of 10","2 out of 9","2 out of 10","40.05","65.60","79.00","62.99","63.49","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","84.28","86.23","0 out of 10","2 out of 9","2 out of 10","37.67","70.23","84.58","69.60","70.22","0 out of 10","0 out of 9","0 out of 10","6","15"
"030114","ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","ORO VALLEY","AZ","85755","Pima","55.27","78.52","86.68","74.84","77.25","0 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","79.14","78.31","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","59.72","63.24","0 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","53.98","55.72","4 out of 10","2 out of 9","4 out of 10","43.43","63.37","73.66","58.00","61.05","0 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","60.12","62.76","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","89.22","88.45","4 out of 10","0 out of 9","4 out of 10","37.67","70.23","84.58","71.79","76.13","4 out of 10","3 out of 9","4 out of 10","17","17"
"060014","PRESBYTERIAN ST LUKES MEDICAL CENTER","1719 E 19TH AVE","DENVER","CO","80218","Denver","55.27","78.52","86.68","76.95","79.39","1 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","80.81","82.12","2 out of 10","1 out of 9","2 out of 10","38.40","65.08","80.35","64.87","64.64","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","56.01","55.96","4 out of 10","0 out of 9","4 out of 10","43.43","63.37","73.66","67.18","66.69","3 out of 10","0 out of 9","3 out of 10","40.05","65.60","79.00","65.57","71.05","4 out of 10","4 out of 9","4 out of 10","62.25","86.60","91.63","88.91","90.07","7 out of 10","4 out of 9","7 out of 10","37.67","70.23","84.58","72.66","76.54","4 out of 10","3 out of 9","4 out of 10","26","19"
"050502","SAINT VINCENT MEDICAL CENTER","2131 W 3RD ST","LOS ANGELES","CA","90057","Los Angeles","55.27","78.52","86.68","76.03","71.78","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","79.96","77.12","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","64.04","58.80","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","57.03","51.78","1 out of 10","0 out of 9","1 out of 10","43.43","63.37","73.66","63.21","61.35","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","62.27","57.84","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","84.28","82.75","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","74.20","65.12","0 out of 10","0 out of 9","0 out of 10","1","13"
"200021","MID COAST HOSPITAL","123 MEDICAL CENTER DRIVE","BRUNSWICK","ME","04011","Cumberland","55.27","78.52","86.68","80.11","77.79","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","80.77","82.13","2 out of 10","1 out of 9","2 out of 10","38.40","65.08","80.35","66.20","63.62","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","53.03","50.09","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","65.17","64.33","1 out of 10","0 out of 9","1 out of 10","40.05","65.60","79.00","68.56","64.65","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","87.08","86.38","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","77.52","69.42","0 out of 10","0 out of 9","0 out of 10","3","18"
"310011","CAPE REGIONAL MEDICAL CENTER INC","TWO STONE HARBOR BLVD","CAPE MAY COURT HOUSE","NJ","08210","Cape May","55.27","78.52","86.68","80.71","82.43","5 out of 10","2 out of 9","5 out of 10","57.39","80.44","88.51","81.07","80.74","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","67.07","68.99","3 out of 10","1 out of 9","3 out of 10","25.21","51.45","62.44","46.41","50.61","0 out of 10","2 out of 9","2 out of 10","43.43","63.37","73.66","64.37","67.14","4 out of 10","2 out of 9","4 out of 10","40.05","65.60","79.00","60.84","64.32","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","83.65","87.45","2 out of 10","4 out of 9","4 out of 10","37.67","70.23","84.58","65.21","65.35","0 out of 10","0 out of 9","0 out of 10","20","17"
"330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","POUGHKEEPSIE","NY","12601","Dutchess","55.27","78.52","86.68","80.40","76.54","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","78.45","76.02","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","60.44","51.19","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","51.23","45.69","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","65.34","58.53","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","58.53","52.21","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","88.08","86.65","1 out of 10","0 out of 9","1 out of 10","37.67","70.23","84.58","69.97","64.19","0 out of 10","0 out of 9","0 out of 10","1","9"
"440012","WELLMONT BRISTOL REGIONAL MEDICAL CENTER","ONE MEDICAL PARK BLVD","BRISTOL","TN","37620","Sullivan","55.27","78.52","86.68","82.50","81.97","4 out of 10","0 out of 9","4 out of 10","57.39","80.44","88.51","83.94","83.91","4 out of 10","0 out of 9","4 out of 10","38.40","65.08","80.35","67.74","68.49","3 out of 10","0 out of 9","3 out of 10","25.21","51.45","62.44","51.71","52.73","2 out of 10","0 out of 9","2 out of 10","43.43","63.37","73.66","66.30","66.19","3 out of 10","0 out of 9","3 out of 10","40.05","65.60","79.00","64.49","63.42","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","83.07","88.77","4 out of 10","6 out of 9","6 out of 10","37.67","70.23","84.58","73.25","77.25","5 out of 10","3 out of 9","5 out of 10","27","18"
"390290","HAHNEMANN UNIVERSITY HOSPITAL","230 NORTH BROAD STREET","PHILADELPHIA","PA","19102","Philadelphia","55.27","78.52","86.68","80.60","77.37","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","79.99","79.46","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","60.09","57.26","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","46.76","41.44","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","64.77","61.22","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","58.71","60.07","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.93","86.50","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","65.30","63.15","0 out of 10","0 out of 9","0 out of 10","0","12"
"390063","UPMC HAMOT","201 STATE STREET","ERIE","PA","16550","Erie","55.27","78.52","86.68","78.88","77.77","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","78.95","78.68","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","69.18","67.54","2 out of 10","0 out of 9","2 out of 10","25.21","51.45","62.44","48.53","48.14","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","59.96","59.71","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","55.04","53.85","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.79","88.05","3 out of 10","3 out of 9","3 out of 10","37.67","70.23","84.58","70.76","68.87","0 out of 10","0 out of 9","0 out of 10","5","10"
"100187","PALMETTO GENERAL HOSPITAL","2001 W 68TH ST","HIALEAH","FL","33016","Miami-Dade","55.27","78.52","86.68","74.28","74.32","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","79.28","79.34","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","64.46","58.78","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","36.94","35.54","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","61.53","59.88","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","65.14","64.74","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","78.08","80.76","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","56.38","56.43","0 out of 10","0 out of 9","0 out of 10","1","7"
"360189","MADISON COUNTY HOSPITAL INC","210 NORTH MAIN STREET","LONDON","OH","43140","Madison","55.27","78.52","86.68","78.27","88.44","10 out of 10","9 out of 9","10 out of 10","57.39","80.44","88.51","84.53","84.69","5 out of 10","0 out of 9","5 out of 10","38.40","65.08","80.35","73.21","74.45","6 out of 10","1 out of 9","6 out of 10","25.21","51.45","62.44","53.12","51.24","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","68.68","64.25","1 out of 10","0 out of 9","1 out of 10","40.05","65.60","79.00","74.30","72.50","5 out of 10","0 out of 9","5 out of 10","62.25","86.60","91.63","86.33","89.32","5 out of 10","5 out of 9","5 out of 10","37.67","70.23","84.58","72.39","77.23","5 out of 10","3 out of 9","5 out of 10","37","19"
"230059","SAINT MARY'S HEALTH CARE","200 JEFFERSON AVENUE SE","GRAND RAPIDS","MI","49503","Kent","55.27","78.52","86.68","80.36","83.41","6 out of 10","4 out of 9","6 out of 10","57.39","80.44","88.51","80.40","82.63","3 out of 10","2 out of 9","3 out of 10","38.40","65.08","80.35","66.03","69.96","3 out of 10","2 out of 9","3 out of 10","25.21","51.45","62.44","51.81","55.35","4 out of 10","3 out of 9","4 out of 10","43.43","63.37","73.66","60.29","64.68","2 out of 10","3 out of 9","3 out of 10","40.05","65.60","79.00","68.24","69.56","3 out of 10","1 out of 9","3 out of 10","62.25","86.60","91.63","89.00","88.94","5 out of 10","0 out of 9","5 out of 10","37.67","70.23","84.58","75.79","78.51","6 out of 10","3 out of 9","6 out of 10","33","20"
"100236","FAWCETT MEMORIAL HOSPITAL","21298 OLEAN BLVD","PORT CHARLOTTE","FL","33952","Charlotte","55.27","78.52","86.68","71.05","74.38","0 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","71.67","73.64","0 out of 10","1 out of 9","1 out of 10","38.40","65.08","80.35","52.84","56.83","0 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","42.89","46.63","0 out of 10","1 out of 9","1 out of 10","43.43","63.37","73.66","51.83","57.91","0 out of 10","2 out of 9","2 out of 10","40.05","65.60","79.00","51.58","48.45","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","84.34","86.61","1 out of 10","3 out of 9","3 out of 10","37.67","70.23","84.58","59.15","61.36","0 out of 10","0 out of 9","0 out of 10","10","6"
"190151","RICHARDSON MEDICAL CENTER","254 HIGHWAY 3048","RAYVILLE","LA","71269","Richland","55.27","78.52","86.68","88.69","88.68","10 out of 10","0 out of 9","10 out of 10","57.39","80.44","88.51","87.80","90.08","10 out of 10","9 out of 9","10 out of 10","38.40","65.08","80.35","78.51","70.51","4 out of 10","0 out of 9","4 out of 10","25.21","51.45","62.44","56.14","49.38","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","65.49","74.74","10 out of 10","9 out of 9","10 out of 10","40.05","65.60","79.00","73.97","76.43","8 out of 10","4 out of 9","8 out of 10","62.25","86.60","91.63","80.60","67.89","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","72.02","74.28","3 out of 10","1 out of 9","3 out of 10","45","4"
"100200","BROWARD HEALTH IMPERIAL POINT","6401 N FEDERAL HWY","FORT LAUDERDALE","FL","33308","Broward","55.27","78.52","86.68","77.20","77.70","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","74.90","76.49","0 out of 10","1 out of 9","1 out of 10","38.40","65.08","80.35","63.70","63.93","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","51.03","53.08","2 out of 10","1 out of 9","2 out of 10","43.43","63.37","73.66","63.26","61.01","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","67.85","63.01","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","82.45","82.71","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","73.83","77.02","5 out of 10","2 out of 9","5 out of 10","8","16"
"330028","RICHMOND UNIVERSITY MEDICAL CENTER","355 BARD AVENUE","STATEN ISLAND","NY","10304","Richmond","55.27","78.52","86.68","71.50","72.41","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","74.95","76.07","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","56.67","54.96","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","38.30","39.34","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","54.50","57.62","0 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","53.34","55.05","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","75.40","78.85","0 out of 10","2 out of 9","2 out of 10","37.67","70.23","84.58","50.24","47.21","0 out of 10","0 out of 9","0 out of 10","3","5"
"450023","CITIZENS MEDICAL CENTER","2701 HOSPITAL DRIVE","VICTORIA","TX","77901","Victoria","55.27","78.52","86.68","78.64","80.06","2 out of 10","1 out of 9","2 out of 10","57.39","80.44","88.51","83.47","83.77","4 out of 10","0 out of 9","4 out of 10","38.40","65.08","80.35","68.41","65.29","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","56.42","52.76","2 out of 10","0 out of 9","2 out of 10","43.43","63.37","73.66","60.88","59.80","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","74.76","75.98","7 out of 10","2 out of 9","7 out of 10","62.25","86.60","91.63","80.38","83.74","0 out of 10","2 out of 9","2 out of 10","37.67","70.23","84.58","74.09","74.96","3 out of 10","0 out of 9","3 out of 10","21","16"
"170150","SOUTH CENTRAL KS  MED CENTER","6401 PATTERSON PARKWAY","ARKANSAS CITY","KS","67005","Cowley","55.27","78.52","86.68","73.99","74.02","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","85.03","86.83","8 out of 10","5 out of 9","8 out of 10","38.40","65.08","80.35","68.95","64.54","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","57.35","48.26","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","69.98","57.40","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","61.75","65.13","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","88.19","86.35","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","65.20","62.81","0 out of 10","0 out of 9","0 out of 10","9","14"
"320017","LOVELACE WOMEN'S HOSPITAL","4701 MONTGOMERY BOULEVARD NE","ALBUQUERQUE","NM","87109","Bernalillo","55.27","78.52","86.68","73.53","75.05","0 out of 10","1 out of 9","1 out of 10","57.39","80.44","88.51","76.97","75.17","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","61.28","62.41","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","49.23","49.10","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","60.22","62.54","0 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","64.33","63.12","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","86.27","86.52","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","70.78","70.05","0 out of 10","0 out of 9","0 out of 10","2","15"
"160001","UNITYPOINT HEALTH-MARSHALLTOWN","3 S 4TH AVE","MARSHALLTOWN","IA","50158","Marshall","55.27","78.52","86.68","73.90","74.72","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","76.20","74.97","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","61.58","65.02","0 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","49.91","52.13","1 out of 10","1 out of 9","1 out of 10","43.43","63.37","73.66","61.41","63.77","1 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","66.90","63.01","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","86.64","84.55","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","60.86","61.07","0 out of 10","0 out of 9","0 out of 10","3","14"
"360012","MOUNT CARMEL ST ANN'S","500 SOUTH CLEVELAND AVENUE","WESTERVILLE","OH","43081","Franklin","55.27","78.52","86.68","79.46","81.32","4 out of 10","2 out of 9","4 out of 10","57.39","80.44","88.51","76.99","77.73","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","66.18","71.30","4 out of 10","3 out of 9","4 out of 10","25.21","51.45","62.44","51.80","54.00","3 out of 10","2 out of 9","3 out of 10","43.43","63.37","73.66","60.01","61.94","0 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","63.27","65.84","1 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","87.36","88.63","4 out of 10","2 out of 9","4 out of 10","37.67","70.23","84.58","74.71","76.69","5 out of 10","2 out of 9","5 out of 10","22","17"
"140187","ST ELIZABETH HOSPITAL","211 S THIRD ST","BELLEVILLE","IL","62220","Saint Clair","55.27","78.52","86.68","80.70","81.88","4 out of 10","1 out of 9","4 out of 10","57.39","80.44","88.51","78.33","80.04","0 out of 10","1 out of 9","1 out of 10","38.40","65.08","80.35","68.45","65.48","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","51.69","54.33","3 out of 10","2 out of 9","3 out of 10","43.43","63.37","73.66","64.80","66.47","3 out of 10","1 out of 9","3 out of 10","40.05","65.60","79.00","64.18","64.97","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","86.83","88.96","5 out of 10","4 out of 9","5 out of 10","37.67","70.23","84.58","69.80","69.91","0 out of 10","0 out of 9","0 out of 10","17","19"
"220126","NORWOOD HOSPITAL","800 WASHINGTON STREET","NORWOOD","MA","02062","Norfolk","55.27","78.52","86.68","74.65","79.03","1 out of 10","3 out of 9","3 out of 10","57.39","80.44","88.51","79.34","79.36","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","55.15","61.41","0 out of 10","2 out of 9","2 out of 10","25.21","51.45","62.44","49.64","46.50","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","61.92","64.12","1 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","57.99","60.59","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","85.18","86.03","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","52.48","58.72","0 out of 10","1 out of 9","1 out of 10","9","12"
"140130","NORTHWESTERN LAKE FOREST HOSPITAL","660 N WESTMORELAND ROAD","LAKE FOREST","IL","60045","Lake","55.27","78.52","86.68","74.61","81.64","4 out of 10","5 out of 9","5 out of 10","57.39","80.44","88.51","77.49","83.58","4 out of 10","5 out of 9","5 out of 10","38.40","65.08","80.35","61.22","70.34","4 out of 10","4 out of 9","4 out of 10","25.21","51.45","62.44","49.31","54.43","3 out of 10","3 out of 9","3 out of 10","43.43","63.37","73.66","62.79","63.32","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","59.07","62.89","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","81.96","88.02","3 out of 10","6 out of 9","6 out of 10","37.67","70.23","84.58","65.22","72.82","2 out of 10","3 out of 9","3 out of 10","27","17"
