"HOSPITAL_NAME","PROVIDER_ID","STATE","FISCAL_YEAR","DOMAIN_1_SCORE","DOMAIN_1_FOOTNOTE","DOMAIN_1_START_DATE","DOMAIN_1_END_DATE","PSI_90_W_Z_SCORE","PSI_90_FOOTNOTE","DOMAIN_2_SCORE","DOMAIN_2_FOOTNOTE","CLABSI_W_Z_SCORE","CLABSI_FOOTNOTE","CAUTI_W_Z_SCORE","CAUTI_FOOTNOTE","SSI_W_Z_SCORE","SSI_FOOTNOTE","MRSA_W_Z_SCORE","MRSA_FOOTNOTE","CDI_W_Z_SCORE","CDI_FOOTNOTE","DOMAIN_2_START_DATE","DOMAIN_2_END_DATE","TOTAL_HAC_SCORE","TOTAL_HAC_FOOTNOTE","PAYMENT_REDUCTION","PAYMENT_REDUCTION_FOOTNOTE"
"EMMA L BIXBY MEDICAL CENTER","230005","MI","2018","0.8452","","07/01/2014","09/30/2015","0.8452","","-1.0888","","-1.5110","","-1.1261","","-0.9683","","Not Available","5","-0.7496","","01/01/2015","12/31/2016","-0.7987","","No",""
"DOCTORS' HOSPITAL OF MICHIGAN","230013","MI","2018","-0.2140","","07/01/2014","09/30/2015","-0.2140","","-0.4355","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-0.4355","","01/01/2015","12/31/2016","-0.4023","","No",""
"THREE RIVERS HEALTH","230015","MI","2018","1.0279","","07/01/2014","09/30/2015","1.0279","","-1.9602","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.9602","","01/01/2015","12/31/2016","-1.5120","","No",""
"BRONSON METHODIST HOSPITAL","230017","MI","2018","-1.0081","","07/01/2014","09/30/2015","-1.0081","","-0.0619","","0.0957","","0.4676","","-0.5474","","-0.4545","","0.1289","","01/01/2015","12/31/2016","-0.2039","","No",""
"PROVIDENCE HOSP AND MED CTRS","230019","MI","2018","1.0378","","07/01/2014","09/30/2015","1.0378","","0.5208","","1.5384","","-0.2992","","0.5147","","0.5196","","0.3307","","01/01/2015","12/31/2016","0.5984","","Yes",""
"BEAUMONT HOSPITAL - DEARBORN","230020","MI","2018","-1.1894","","07/01/2014","09/30/2015","-1.1894","","0.0883","","0.3799","","-0.2290","","-0.3692","","0.6639","","-0.0039","","01/01/2015","12/31/2016","-0.1033","","No",""
"LAKELAND HOSPITAL, ST JOSEPH","230021","MI","2018","-0.1096","","07/01/2014","09/30/2015","-0.1096","","-0.5054","","-0.9901","","-0.3326","","-0.3360","","-0.6143","","-0.2542","","01/01/2015","12/31/2016","-0.4461","","No",""
"COMMUNITY HEALTH CENTER OF BRANCH COUNTY","230022","MI","2018","-0.6801","","07/01/2014","09/30/2015","-0.6801","","-0.4192","","Not Available","5","-1.5254","","-0.7168","","Not Available","5","0.9845","","01/01/2015","12/31/2016","-0.4583","","No",""
"SINAI-GRACE HOSPITAL","230024","MI","2018","1.6600","","07/01/2014","09/30/2015","1.6600","","0.8031","","0.6471","","-0.2959","","1.4388","","1.4736","","0.7521","","01/01/2015","12/31/2016","0.9317","","Yes",""
"ST JOSEPH MERCY OAKLAND","230029","MI","2018","-1.0309","","07/01/2014","09/30/2015","-1.0309","","-0.3194","","-0.8193","","-0.3710","","0.1095","","-0.4127","","-0.1035","","01/01/2015","12/31/2016","-0.4261","","No",""
"MIDMICHIGAN MEDICAL CENTER-GRATIOT","230030","MI","2018","-1.2616","","07/01/2014","09/30/2015","-1.2616","","-0.7816","","Not Available","5","-1.5254","","-1.4872","","Not Available","5","0.6678","","01/01/2015","12/31/2016","-0.8536","","No",""
"LAKE HURON MEDICAL CENTER","230031","MI","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","-0.6829","","Not Available","5","-0.3527","","-1.4872","","-1.4551","","0.5631","","01/01/2015","12/31/2016","-0.8373","","No",""
"SPECTRUM HEALTH UNITED","230035","MI","2018","0.0322","","07/01/2014","09/30/2015","0.0322","","0.0473","","Not Available","5","-1.5254","","1.1296","","Not Available","5","0.5376","","01/01/2015","12/31/2016","0.0450","","No",""
"MIDMICHIGAN MEDICAL CENTER - ALPENA","230036","MI","2018","-0.2154","","07/01/2014","09/30/2015","-0.2154","","0.3835","","-0.1157","","0.8885","","1.2449","","-0.1474","","0.0472","","01/01/2015","12/31/2016","0.2937","","No",""
"HILLSDALE HOSPITAL","230037","MI","2018","0.3306","","07/01/2014","09/30/2015","0.3306","","-1.6227","","Not Available","5","-1.5254","","-1.4872","","Not Available","5","-1.8555","","01/01/2015","12/31/2016","-1.3297","","No",""
"SPECTRUM HEALTH-BUTTERWORTH CAMPUS","230038","MI","2018","-0.7110","","07/01/2014","09/30/2015","-0.7110","","-0.0564","","-0.2172","","-0.0369","","0.6737","","-0.2048","","-0.4968","","01/01/2015","12/31/2016","-0.1546","","No",""
"PENNOCK HEALTH SERVICES","230040","MI","2018","0.3365","","07/01/2014","09/30/2015","0.3365","","0.2862","","Not Available","5","-1.5254","","2.1044","","Not Available","5","0.2796","","01/01/2015","12/31/2016","0.2938","","No",""
"MCLAREN BAY REGION","230041","MI","2018","0.0383","","07/01/2014","09/30/2015","0.0383","","0.4259","","0.1482","","-0.9708","","1.7969","","1.4425","","-0.2874","","01/01/2015","12/31/2016","0.3678","","No",""
"UNIVERSITY OF MICHIGAN HEALTH SYSTEM","230046","MI","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","0.2013","","-0.3660","","0.1084","","0.4833","","-0.0605","","0.8415","","01/01/2015","12/31/2016","-0.0857","","No",""
"HENRY FORD MACOMB HOSPITAL","230047","MI","2018","0.0451","","07/01/2014","09/30/2015","0.0451","","-0.0088","","-0.2324","","0.3757","","0.0256","","-0.4592","","0.2464","","01/01/2015","12/31/2016","-0.0007","","No",""
"HENRY FORD HOSPITAL","230053","MI","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","-0.0476","","0.1312","","0.6663","","-1.0015","","-0.0761","","0.0421","","01/01/2015","12/31/2016","0.3086","","No",""
"MARQUETTE GENERAL HOSPITAL","230054","MI","2018","-1.0107","","07/01/2014","09/30/2015","-1.0107","","-0.0147","","-0.8328","","0.7231","","0.2352","","-0.3661","","0.1672","","01/01/2015","12/31/2016","-0.1641","","No",""
"DICKINSON COUNTY MEMORIAL HOSPITAL","230055","MI","2018","0.1331","","07/01/2014","09/30/2015","0.1331","","-1.1408","","Not Available","5","-1.5254","","-1.4872","","Not Available","5","-0.4100","","01/01/2015","12/31/2016","-0.9497","","No",""
"MERCY HOSPITAL- GRAYLING","230058","MI","2018","0.6882","","07/01/2014","09/30/2015","0.6882","","0.4700","","Not Available","5","0.1802","","Not Available","5","Not Available","5","0.7598","","01/01/2015","12/31/2016","0.5027","","Yes",""
"MERCY HEALTH SAINT MARY'S","230059","MI","2018","1.2265","","07/01/2014","09/30/2015","1.2265","","0.3974","","0.6606","","0.4108","","0.8816","","0.2295","","-0.1954","","01/01/2015","12/31/2016","0.5218","","Yes",""
"MERCY HEALTH HACKLEY CAMPUS","230066","MI","2018","0.2397","","07/01/2014","09/30/2015","0.2397","","-0.2556","","0.5963","","-0.1205","","-0.7081","","-0.9090","","-0.1367","","01/01/2015","12/31/2016","-0.1813","","No",""
"SAINT JOSEPH MERCY LIVINGSTON HOSPITAL","230069","MI","2018","-0.1958","","07/01/2014","09/30/2015","-0.1958","","0.1975","","Not Available","5","0.2688","","-0.6557","","Not Available","5","0.9794","","01/01/2015","12/31/2016","0.1385","","No",""
"COVENANT HEALTHCARE","230070","MI","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","-0.2540","","-1.0324","","-0.9691","","1.3777","","-0.4685","","-0.1776","","01/01/2015","12/31/2016","0.1331","","No",""
"STRAITH HOSPITAL FOR SPECIAL SURGERY","230071","MI","2018","-0.0681","","07/01/2014","09/30/2015","-0.0681","","0.1172","","2.1946","18","Not Available","5","Not Available","5","Not Available","5","-1.9602","","01/01/2015","12/31/2016","0.0894","","No",""
"HOLLAND COMMUNITY HOSPITAL","230072","MI","2018","-1.2674","","07/01/2014","09/30/2015","-1.2674","","0.8400","","2.1946","","2.1498","","1.2187","","-0.9199","","-0.4432","","01/01/2015","12/31/2016","0.5239","","Yes",""
"BRONSON BATTLE CREEK HOSPITAL","230075","MI","2018","-0.4866","","07/01/2014","09/30/2015","-0.4866","","0.2639","","-0.3795","","-0.2090","","0.1112","","1.0191","","0.7776","","01/01/2015","12/31/2016","0.1513","","No",""
"ST MARY'S OF MICHIGAN MEDICAL CENTER","230077","MI","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","-0.6093","","-1.4281","","-0.8922","","0.1287","","-0.5957","","-0.2593","","01/01/2015","12/31/2016","-0.1689","","No",""
"COMMUNITY HOSPITAL- WATERVLIET","230078","MI","2018","-0.3137","","07/01/2014","09/30/2015","-0.3137","","-1.9602","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.9602","","01/01/2015","12/31/2016","-1.7132","","No",""
"MCLAREN CENTRAL MICHIGAN","230080","MI","2018","0.2263","","07/01/2014","09/30/2015","0.2263","","-1.0966","","0.0805","","-1.5254","","-1.4872","","Not Available","5","-1.4545","","01/01/2015","12/31/2016","-0.8982","","No",""
"MUNSON HEALTHCARE CADILLAC HOSPITAL","230081","MI","2018","-0.5424","","07/01/2014","09/30/2015","-0.5424","","0.3916","","Not Available","5","2.1498","","-0.8024","","Not Available","5","-0.1724","","01/01/2015","12/31/2016","0.2515","","No",""
"BRONSON SOUTH HAVEN HOSPITAL","230085","MI","2018","0.3797","","07/01/2014","09/30/2015","0.3797","","-0.2925","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-0.2925","","01/01/2015","12/31/2016","-0.1917","","No",""
"WILLIAM BEAUMONT HOSPITAL-GROSSE POINTE","230089","MI","2018","-1.2195","","07/01/2014","09/30/2015","-1.2195","","0.0415","","-0.1647","","-0.4546","","0.5846","","0.1489","","0.0932","","01/01/2015","12/31/2016","-0.1477","","No",""
"HENRY FORD ALLEGIANCE HEALTH","230092","MI","2018","0.1254","","07/01/2014","09/30/2015","0.1254","","-0.5693","","-0.0362","","-0.2240","","-0.7255","","-1.1774","","-0.6832","","01/01/2015","12/31/2016","-0.4651","","No",""
"SPECTRUM HEALTH BIG RAPIDS HOSPITAL","230093","MI","2018","-0.0322","","07/01/2014","09/30/2015","-0.0322","","-0.2929","","Not Available","5","Not Available","5","-0.1962","","Not Available","5","-0.3895","","01/01/2015","12/31/2016","-0.2538","","No",""
"WEST BRANCH REGIONAL MEDICAL CENTER","230095","MI","2018","1.3605","","07/01/2014","09/30/2015","1.3605","","0.5379","","Not Available","5","2.1498","","Not Available","5","Not Available","5","-1.0740","","01/01/2015","12/31/2016","0.6613","","Yes",""
"STURGIS HOSPITAL","230096","MI","2018","-0.5450","","07/01/2014","09/30/2015","-0.5450","","-0.3854","","Not Available","5","Not Available","5","-1.4872","","Not Available","5","0.7163","","01/01/2015","12/31/2016","-0.4093","","No",""
"MUNSON MEDICAL CENTER","230097","MI","2018","2.0614","","07/01/2014","09/30/2015","2.0614","","0.0530","","0.3477","","0.4208","","0.1723","","-0.8253","","0.1494","","01/01/2015","12/31/2016","0.3542","","No",""
"PROMEDICA MONROE REGIONAL HOSPITAL","230099","MI","2018","-0.2527","","07/01/2014","09/30/2015","-0.2527","","0.2166","","-0.5825","","-0.6600","","2.0572","","-0.3894","","0.6576","","01/01/2015","12/31/2016","0.1462","","No",""
"TAWAS ST JOSEPH HOSPITAL","230100","MI","2018","-0.1916","","07/01/2014","09/30/2015","-0.1916","","1.2208","","Not Available","5","Not Available","5","0.4815","","Not Available","5","1.9601","","01/01/2015","12/31/2016","1.0090","","Yes",""
"HARPER UNIVERSITY HOSPITAL","230104","MI","2018","1.3475","","07/01/2014","09/30/2015","1.3475","","0.3236","","0.3460","","-0.6734","","0.7715","","1.6504","","-0.4764","","01/01/2015","12/31/2016","0.4772","","Yes",""
"MCLAREN - NORTHERN MICHIGAN","230105","MI","2018","-1.6761","","07/01/2014","09/30/2015","-1.6761","","-0.4973","","-0.8971","","-0.4913","","-1.2671","","-0.5755","","0.7444","","01/01/2015","12/31/2016","-0.6741","","No",""
"UP HEALTH SYSTEM PORTAGE","230108","MI","2018","0.1236","","07/01/2014","09/30/2015","0.1236","","-0.9105","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-0.9105","","01/01/2015","12/31/2016","-0.7554","","No",""
"SPECTRUM HEALTH LUDINGTON HOSPITAL","230110","MI","2018","-0.7818","","07/01/2014","09/30/2015","-0.7818","","0.6036","","Not Available","5","1.3379","","-1.4872","","Not Available","5","1.9601","","01/01/2015","12/31/2016","0.3958","","Yes",""
"BORGESS MEDICAL CENTER","230117","MI","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","-0.5516","","-0.5656","","-0.1622","","-0.7482","","-0.2436","","-1.0382","","01/01/2015","12/31/2016","-0.7256","","No",""
"HURON MEDICAL CENTER","230118","MI","2018","-0.1089","","07/01/2014","09/30/2015","-0.1089","","-1.9602","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-1.9602","","01/01/2015","12/31/2016","-1.6825","","No",""
"MEMORIAL HEALTHCARE","230121","MI","2018","0.4928","","07/01/2014","09/30/2015","0.4928","","1.2391","","2.0390","","-0.1689","","2.1044","","Not Available","5","0.9820","","01/01/2015","12/31/2016","1.1272","","Yes",""
"BEAUMONT HOSPITAL, ROYAL OAK","230130","MI","2018","-0.4149","","07/01/2014","09/30/2015","-0.4149","","0.3759","","0.8500","","0.9219","","0.2632","","0.1240","","-0.2797","","01/01/2015","12/31/2016","0.2573","","No",""
"HURLEY MEDICAL CENTER","230132","MI","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","0.8167","","0.5744","","0.5812","","2.1044","","0.6003","","0.2234","","01/01/2015","12/31/2016","1.0432","","Yes",""
"OTSEGO MEMORIAL HOSPITAL","230133","MI","2018","-0.8861","","07/01/2014","09/30/2015","-0.8861","","-0.7323","","Not Available","5","Not Available","5","0.4344","","Not Available","5","-1.8989","","01/01/2015","12/31/2016","-0.7554","","No",""
"MCLAREN FLINT","230141","MI","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","0.7293","","1.0462","","0.9570","","0.7296","","0.5956","","0.3179","","01/01/2015","12/31/2016","0.9689","","Yes",""
"BEAUMONT HOSPITAL - WAYNE","230142","MI","2018","-0.1692","","07/01/2014","09/30/2015","-0.1692","","0.4204","","-0.6992","","0.0015","","1.0300","","2.0723","","-0.3027","","01/01/2015","12/31/2016","0.3320","","No",""
"FOREST HEALTH MEDICAL CENTER","230144","MI","2018","-1.1006","","07/01/2014","09/30/2015","-1.1006","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-1.1006","","No",""
"HENRY FORD WYANDOTTE HOSPITAL","230146","MI","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","0.5171","","0.8433","","0.6463","","-0.0250","","0.0573","","1.0637","","01/01/2015","12/31/2016","0.7886","","Yes",""
"BEAUMONT HOSPITAL - FARMINGTON HILLS","230151","MI","2018","-0.3041","","07/01/2014","09/30/2015","-0.3041","","-0.1497","","0.0974","","-0.0770","","-1.1186","","0.6421","","-0.2925","","01/01/2015","12/31/2016","-0.1729","","No",""
"ST JOSEPH MERCY HOSPITAL","230156","MI","2018","1.8723","","07/01/2014","09/30/2015","1.8723","","0.1826","","0.1904","","0.1218","","0.4029","","-0.1583","","0.3562","","01/01/2015","12/31/2016","0.4361","","Yes",""
"ST JOHN HOSPITAL AND MEDICAL CENTER","230165","MI","2018","-1.2664","","07/01/2014","09/30/2015","-1.2664","","-0.1173","","-0.3220","","-0.2558","","-0.6592","","0.8562","","-0.2056","","01/01/2015","12/31/2016","-0.2896","","No",""
"MCLAREN GREATER LANSING","230167","MI","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","-0.7381","","-1.5110","","-0.6534","","0.0972","","-0.3708","","-1.2528","","01/01/2015","12/31/2016","-0.8842","","No",""
"NORTH OTTAWA COMMUNITY HEALTH SYSTEM","230174","MI","2018","0.1254","","07/01/2014","09/30/2015","0.1254","","-0.4074","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-0.4074","","01/01/2015","12/31/2016","-0.3275","","No",""
"BEAUMONT HOSPITAL - TRENTON","230176","MI","2018","-0.5417","","07/01/2014","09/30/2015","-0.5417","","-0.0392","","0.2936","","-0.1706","","-0.2242","","-0.4483","","0.3537","","01/01/2015","12/31/2016","-0.1145","","No",""
"MIDMICHIGAN MEDICAL CENTER-CLARE","230180","MI","2018","-0.3820","","07/01/2014","09/30/2015","-0.3820","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.3820","","No",""
"MCLAREN LAPEER REGION","230193","MI","2018","2.2629","","07/01/2014","09/30/2015","2.2629","","-0.0498","","-1.5110","","1.3145","","-0.6731","","-0.3894","","1.0100","","01/01/2015","12/31/2016","0.2971","","No",""
"ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER","230195","MI","2018","2.2561","","07/01/2014","09/30/2015","2.2561","","0.2563","","-0.1292","","-0.3694","","-0.1019","","0.2668","","1.6153","","01/01/2015","12/31/2016","0.5563","","Yes",""
"GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK","230197","MI","2018","2.3268","","07/01/2014","09/30/2015","2.3268","","-0.2391","","-0.3068","","-0.0102","","-0.4915","","-0.1381","","-0.2491","","01/01/2015","12/31/2016","0.1458","","No",""
"MCLAREN OAKLAND","230207","MI","2018","1.2682","","07/01/2014","09/30/2015","1.2682","","-0.6128","","-0.4590","","-0.4562","","-0.4425","","-1.0487","","-0.6577","","01/01/2015","12/31/2016","-0.3307","","No",""
"SPARROW CARSON HOSPITAL","230208","MI","2018","-0.2934","","07/01/2014","09/30/2015","-0.2934","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.2934","","No",""
"MCLAREN PORT HURON HOSPITAL","230216","MI","2018","-1.4655","","07/01/2014","09/30/2015","-1.4655","","0.2435","","-0.2933","","0.9604","","-0.9544","","0.5661","","0.9385","","01/01/2015","12/31/2016","-0.0129","","No",""
"OAKLAWN HOSPITAL","230217","MI","2018","-0.9960","","07/01/2014","09/30/2015","-0.9960","","-0.7062","","0.1025","","-0.3761","","-0.5910","","Not Available","5","-1.9602","","01/01/2015","12/31/2016","-0.7497","","No",""
"MIDMICHIGAN MEDICAL CENTER-MIDLAND","230222","MI","2018","0.1827","","07/01/2014","09/30/2015","0.1827","","-0.9238","","-1.1609","","-1.1528","","-0.8845","","-1.4551","","0.0344","","01/01/2015","12/31/2016","-0.7578","","No",""
"MCLAREN MACOMB","230227","MI","2018","1.7496","","07/01/2014","09/30/2015","1.7496","","-0.4098","","-0.6535","","-0.0754","","-0.9159","","-0.0326","","-0.3717","","01/01/2015","12/31/2016","-0.0859","","No",""
"EDWARD W SPARROW HOSPITAL","230230","MI","2018","-0.4326","","07/01/2014","09/30/2015","-0.4326","","-0.1631","","-0.3761","","-0.3694","","1.0912","","-0.7307","","-0.4304","","01/01/2015","12/31/2016","-0.2035","","No",""
"METRO HEALTH HOSPITAL","230236","MI","2018","0.6452","","07/01/2014","09/30/2015","0.6452","","0.5769","","-0.3947","","0.7582","","2.1044","","0.9058","","-0.4891","","01/01/2015","12/31/2016","0.5872","","Yes",""
"CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","230239","MI","2018","-0.1641","","07/01/2014","09/30/2015","-0.1641","","0.0360","","Not Available","5","-0.9457","","Not Available","5","Not Available","5","1.0177","","01/01/2015","12/31/2016","0.0060","","No",""
"ST JOHN RIVER DISTRICT HOSPITAL","230241","MI","2018","-0.0633","","07/01/2014","09/30/2015","-0.0633","","-0.2054","","Not Available","5","Not Available","5","-1.4872","","Not Available","5","1.0764","","01/01/2015","12/31/2016","-0.1840","","No",""
"GARDEN CITY HOSPITAL","230244","MI","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","1.6109","","2.1946","","2.1498","","2.1044","","1.8040","","-0.1980","","01/01/2015","12/31/2016","1.1125","","Yes",""
"CRITTENTON HOSPITAL MEDICAL CENTER","230254","MI","2018","-1.0213","","07/01/2014","09/30/2015","-1.0213","","-0.5123","","0.4289","","-0.5264","","-0.5753","","-0.7229","","-1.1659","","01/01/2015","12/31/2016","-0.5887","","No",""
"ST JOSEPH MERCY CHELSEA","230259","MI","2018","-0.7324","","07/01/2014","09/30/2015","-0.7324","","-1.4133","","Not Available","5","-1.5254","","-1.4872","","Not Available","5","-1.2272","","01/01/2015","12/31/2016","-1.3111","","No",""
"SOUTHEAST MICHIGAN SURGICAL HOSPITAL LLC","230264","MI","2018","-0.1423","","07/01/2014","09/30/2015","-0.1423","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.1423","","No",""
"BEAUMONT HOSPITAL, TROY","230269","MI","2018","-1.5117","","07/01/2014","09/30/2015","-1.5117","","-0.2392","","-0.5284","","-0.3994","","-0.2574","","0.0620","","-0.0728","","01/01/2015","12/31/2016","-0.4301","","No",""
"BEAUMONT HOSPITAL - TAYLOR","230270","MI","2018","-1.1056","","07/01/2014","09/30/2015","-1.1056","","0.3981","","0.1059","","1.3763","","1.4563","","-1.4551","","0.5069","","01/01/2015","12/31/2016","0.1725","","No",""
"DETROIT RECEIVING HOSPITAL","230273","MI","2018","1.5006","","07/01/2014","09/30/2015","1.5006","","0.6066","","0.4780","","-0.3193","","0.8536","","2.2236","","-0.2031","","01/01/2015","12/31/2016","0.7407","","Yes",""
