Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score
"260142","FITZGIBBON HOSPITAL","2305 S 65 HIGHWAY","MARSHALL","MO","65340","Saline","0.850916","0.873053","0.838972","0.861993","Not Available","Not Available","Not Available","0.883421","0.907656","0.897148","0.869017","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.903322","0.899760","7 out of 10","0 out of 9","7 out of 10"
"260162","BARNES-JEWISH WEST COUNTY HOSPITAL","12634 OLIVE BOULEVARD","CREVE COEUR","MO","63141","Saint Louis","0.850916","0.873053","0.847360","0.861410","Not Available","Not Available","Not Available","0.883421","0.907656","0.894297","0.882755","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.891322","0.898691","6 out of 10","4 out of 9","6 out of 10"
"260163","PARKLAND HEALTH CENTER","1101 W LIBERTY","FARMINGTON","MO","63640","Saint Francois","0.850916","0.873053","0.845117","0.871131","Not Available","Not Available","Not Available","0.883421","0.907656","0.894809","0.895667","5 out of 10","0 out of 9","5 out of 10","0.882860","0.907900","0.918758","0.872430","0 out of 10","0 out of 9","0 out of 10"
"260176","DES PERES HOSPITAL","2345 DOUGHERTY FERRY ROAD","SAINT LOUIS","MO","63122","Saint Louis","0.850916","0.873053","0.841278","0.861051","5 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.888557","0.878299","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.884045","0.894012","5 out of 10","4 out of 9","5 out of 10"
"260177","LIBERTY HOSPITAL","2525 GLENN HENDREN DR","LIBERTY","MO","64069","Clay","0.850916","0.873053","0.841843","0.862081","5 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.882469","0.880328","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.915740","0.882281","0 out of 10","0 out of 9","0 out of 10"
"260179","ST LUKES HOSPITAL","232 S WOODS MILL RD","CHESTERFIELD","MO","63017","Saint Louis","0.850916","0.873053","0.875346","0.878932","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.896957","0.901140","7 out of 10","3 out of 9","7 out of 10","0.882860","0.907900","0.906845","0.917163","10 out of 10","9 out of 9","10 out of 10"
"260180","CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST","11133 DUNN ROAD","SAINT LOUIS","MO","63136","Saint Louis","0.850916","0.873053","0.866670","0.879872","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.898509","0.891271","3 out of 10","0 out of 9","3 out of 10","0.882860","0.907900","0.880044","0.888966","3 out of 10","3 out of 9","3 out of 10"
"260183","SAINT FRANCIS MEDICAL CENTER","211 ST FRANCIS DR","CAPE GIRARDEAU","MO","63703","Cape Girardeau","0.850916","0.873053","0.825382","0.854323","2 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.879011","0.855636","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.852993","0.888581","3 out of 10","6 out of 9","6 out of 10"
"260186","LAKE REGIONAL HEALTH SYSTEM","54 HOSPITAL DRIVE","OSAGE BEACH","MO","65065","Camden","0.850916","0.873053","0.842909","0.832780","0 out of 10","0 out of 9","0 out of 10","0.883421","0.907656","0.868949","0.873020","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.902866","0.871678","0 out of 10","0 out of 9","0 out of 10"
"260190","LEE'S SUMMIT MEDICAL CENTER","2100 SE BLUE PARKWAY","LEES SUMMIT","MO","64063","Jackson","0.850916","0.873053","0.836015","0.866448","7 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.858177","0.874104","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.859862","0.901971","7 out of 10","8 out of 9","8 out of 10"
"260191","BARNES-JEWISH ST PETERS HOSPITAL","10 HOSPITAL DR","SAINT PETERS","MO","63376","Saint Charles","0.850916","0.873053","0.848110","0.880715","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.898615","0.888484","2 out of 10","0 out of 9","2 out of 10","0.882860","0.907900","0.910200","0.871287","0 out of 10","0 out of 9","0 out of 10"
"260193","ST MARY'S MEDICAL CENTER","201 NW R D MIZE RD","BLUE SPRINGS","MO","64014","Jackson","0.850916","0.873053","0.848351","0.865086","6 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.884034","0.899695","7 out of 10","6 out of 9","7 out of 10","0.882860","0.907900","0.861930","0.911931","10 out of 10","9 out of 9","10 out of 10"
"260195","CITIZENS MEMORIAL HOSPITAL","1500 N OAKLAND","BOLIVAR","MO","65613","Polk","0.850916","0.873053","0.853635","0.852367","1 out of 10","0 out of 9","1 out of 10","0.883421","0.907656","0.864016","0.876271","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.823653","0.870757","0 out of 10","5 out of 9","5 out of 10"
"260200","SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS","100 MEDICAL PLAZA","LAKE SAINT LOUIS","MO","63367","Saint Charles","0.850916","0.873053","0.850454","0.868221","8 out of 10","7 out of 9","8 out of 10","0.883421","0.907656","0.880282","0.873508","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.880279","0.884772","1 out of 10","1 out of 9","1 out of 10"
"260210","ST ALEXIUS HOSPITAL","3933 S BROADWAY","SAINT LOUIS","MO","63118","Saint Louis City","0.850916","0.873053","0.847601","0.868913","Not Available","Not Available","Not Available","0.883421","0.907656","0.895770","0.883838","1 out of 10","0 out of 9","1 out of 10","0.882860","0.907900","0.893810","0.900032","7 out of 10","4 out of 9","7 out of 10"
"260214","BELTON REGIONAL MEDICAL CENTER","17065 S 71 HIGHWAY","BELTON","MO","64012","Cass","0.850916","0.873053","0.848191","0.860187","Not Available","Not Available","Not Available","0.883421","0.907656","0.890355","0.887234","2 out of 10","0 out of 9","2 out of 10","0.882860","0.907900","0.898567","0.883363","1 out of 10","0 out of 9","1 out of 10"
"260216","SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","100 N E SAINT LUKE'S BOULEVARD","LEES SUMMIT","MO","64086","Jackson","0.850916","0.873053","0.859284","0.861474","5 out of 10","1 out of 9","5 out of 10","0.883421","0.907656","0.886008","0.879827","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.886451","0.908243","10 out of 10","9 out of 9","10 out of 10"
"260219","PROGRESS WEST HOSPITAL","2 PROGRESS POINT PKWY","O FALLON","MO","63368","Saint Charles","0.850916","0.873053","0.856143","0.872048","9 out of 10","Not Available","9 out of 10","0.883421","0.907656","0.905600","0.882479","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.893484","0.880924","0 out of 10","0 out of 9","0 out of 10"
"270003","ST PETER'S HOSPITAL","2475 BROADWAY","HELENA","MT","59601","Lewis and Clark","0.850916","0.873053","0.860363","0.859409","4 out of 10","0 out of 9","4 out of 10","0.883421","0.907656","0.855360","0.864153","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.850705","0.901728","7 out of 10","8 out of 9","8 out of 10"
"270004","BILLINGS CLINIC HOSPITAL","2800 10TH AVE N","BILLINGS","MT","59101","Yellowstone","0.850916","0.873053","0.850346","0.877004","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.877882","0.874514","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.861168","0.891753","4 out of 10","6 out of 9","6 out of 10"
"270012","BENEFIS HOSPITALS INC","1101 26TH ST S","GREAT FALLS","MT","59405","Cascade","0.850916","0.873053","0.857842","0.860568","4 out of 10","1 out of 9","4 out of 10","0.883421","0.907656","0.873204","0.866325","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.912839","0.891828","4 out of 10","0 out of 9","4 out of 10"
"270014","ST PATRICK HOSPITAL","500 W BROADWAY","MISSOULA","MT","59806","Missoula","0.850916","0.873053","0.872977","0.885325","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.857005","0.855839","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.880942","0.892152","4 out of 10","4 out of 9","4 out of 10"
"270017","ST JAMES HEALTHCARE","400 S CLARK ST","BUTTE","MT","59701","Silver Bow","0.850916","0.873053","0.849373","0.873526","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.879475","0.872259","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.886658","0.907579","9 out of 10","9 out of 9","9 out of 10"
"270023","COMMUNITY MEDICAL CENTER","2827 FORT MISSOULA RD","MISSOULA","MT","59804","Missoula","0.850916","0.873053","0.859140","0.876347","10 out of 10","Not Available","10 out of 10","0.883421","0.907656","0.901378","0.893850","4 out of 10","0 out of 9","4 out of 10","0.882860","0.907900","0.887422","0.894089","5 out of 10","3 out of 9","5 out of 10"
"270032","NORTHERN MONTANA HOSPITAL","30 13TH ST","HAVRE","MT","59501","Hill","0.850916","0.873053","0.850909","0.857692","Not Available","Not Available","Not Available","0.883421","0.907656","0.887751","0.864391","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.864104","0.882815","0 out of 10","4 out of 9","4 out of 10"
"270049","ST VINCENT HEALTHCARE","1233 N 30TH ST","BILLINGS","MT","59101","Yellowstone","0.850916","0.873053","0.868620","0.853362","1 out of 10","0 out of 9","1 out of 10","0.883421","0.907656","0.855874","0.850639","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.886692","0.877888","0 out of 10","0 out of 9","0 out of 10"
"270057","BOZEMAN HEALTH DEACONESS HOSPITAL","915 HIGHLAND BLVD","BOZEMAN","MT","59715","Gallatin","0.850916","0.873053","0.855531","0.877406","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.868808","0.895717","5 out of 10","6 out of 9","6 out of 10","0.882860","0.907900","0.890134","0.893151","4 out of 10","1 out of 9","4 out of 10"
"280003","BRYAN MEDICAL CENTER","1600 SOUTH 48TH ST","LINCOLN","NE","68506","Lancaster","0.850916","0.873053","0.861621","0.870824","9 out of 10","8 out of 9","9 out of 10","0.883421","0.907656","0.869287","0.834368","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.871476","0.867761","0 out of 10","0 out of 9","0 out of 10"
"280009","CHI HEALTH GOOD SAMARITAN","P O BOX 1990, 10 EAST 31ST ST","KEARNEY","NE","68848","Buffalo","0.850916","0.873053","0.850920","0.874841","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.868650","0.868978","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.850026","0.909282","10 out of 10","9 out of 9","10 out of 10"
"280013","THE NEBRASKA MEDICAL CENTER","987400 NEBRASKA MEDICAL CENTER","OMAHA","NE","68198","Douglas","0.850916","0.873053","0.827646","0.872617","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.860761","0.879141","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.894043","0.906060","9 out of 10","8 out of 9","9 out of 10"
"280020","CHI HEALTH ST ELIZABETH","555 SOUTH 70TH ST","LINCOLN","NE","68510","Lancaster","0.850916","0.873053","0.828335","0.875394","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.877541","0.876100","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.882984","0.885273","1 out of 10","0 out of 9","1 out of 10"
"280023","CHI HEALTH ST FRANCIS","2620 WEST FAIDLEY AVE","GRAND ISLAND","NE","68803","Hall","0.850916","0.873053","0.871320","0.860136","4 out of 10","0 out of 9","4 out of 10","0.883421","0.907656","0.874647","0.886153","2 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.883991","0.900636","7 out of 10","6 out of 9","7 out of 10"
"280032","MARY LANNING HEALTHCARE","715 N ST JOSEPH AVE","HASTINGS","NE","68901","Adams","0.850916","0.873053","0.846599","0.862824","5 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.861554","0.878458","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.868641","0.855360","0 out of 10","0 out of 9","0 out of 10"
"280040","METHODIST HOSPITAL","8303 DODGE ST","OMAHA","NE","68114","Douglas","0.850916","0.873053","0.851771","0.865096","6 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.880771","0.866957","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.878163","0.894714","5 out of 10","5 out of 9","5 out of 10"
"280060","CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B","7500 MERCY RD","OMAHA","NE","68124","Douglas","0.850916","0.873053","0.862446","0.887347","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.887845","0.866078","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.876162","0.899067","6 out of 10","7 out of 9","7 out of 10"
"280061","REGIONAL WEST MEDICAL CENTER","4021 AVE B","SCOTTSBLUFF","NE","69361","Scotts Bluff","0.850916","0.873053","0.832046","0.842937","0 out of 10","2 out of 9","2 out of 10","0.883421","0.907656","0.852665","0.883428","1 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.891326","0.883217","1 out of 10","0 out of 9","1 out of 10"
"280065","GREAT PLAINS HEALTH","601 WEST LEOTA ST","NORTH PLATTE","NE","69101","Lincoln","0.850916","0.873053","0.840681","0.872292","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.877694","0.865723","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.894757","0.889776","3 out of 10","0 out of 9","3 out of 10"
"280077","FREMONT HEALTH MEDICAL CENTER","450 EAST 23RD ST","FREMONT","NE","68025","Dodge","0.850916","0.873053","0.850716","0.857704","3 out of 10","3 out of 9","3 out of 10","0.883421","0.907656","0.883948","0.845778","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.856004","0.876819","0 out of 10","4 out of 9","4 out of 10"
"280081","CHI HEALTH IMMANUEL","6901 NORTH 72ND ST","OMAHA","NE","68122","Douglas","0.850916","0.873053","0.858532","0.872965","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.842989","0.883865","1 out of 10","6 out of 9","6 out of 10","0.882860","0.907900","0.860883","0.862525","0 out of 10","0 out of 9","0 out of 10"
"280105","CHI HEALTH MIDLANDS","11111 SOUTH 84TH ST","PAPILLION","NE","68046","Sarpy","0.850916","0.873053","0.861379","0.875587","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.860142","0.882931","0 out of 10","4 out of 9","4 out of 10","0.882860","0.907900","0.876365","0.870728","0 out of 10","0 out of 9","0 out of 10"
"280111","COLUMBUS COMMUNITY HOSPITAL","4600 38TH ST","COLUMBUS","NE","68601","Platte","0.850916","0.873053","0.855686","0.853164","1 out of 10","0 out of 9","1 out of 10","0.883421","0.907656","0.862566","0.885187","1 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.880534","0.871974","0 out of 10","0 out of 9","0 out of 10"
"280125","FAITH REGIONAL HEALTH SERVICES","2700 WEST NORFOLK AVE","NORFOLK","NE","68701","Madison","0.850916","0.873053","0.836007","0.839657","0 out of 10","0 out of 9","0 out of 10","0.883421","0.907656","0.878340","0.887090","2 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.879936","0.876257","0 out of 10","0 out of 9","0 out of 10"
"280128","CHI HEALTH NEBRASKA HEART","7500 SOUTH 91ST ST","LINCOLN","NE","68526","Lancaster","0.850916","0.873053","0.852175","0.861142","5 out of 10","4 out of 9","5 out of 10","0.883421","0.907656","0.895451","0.887702","2 out of 10","0 out of 9","2 out of 10","0.882860","0.907900","0.884984","0.885856","Not Available","Not Available","Not Available"
"280130","CHI HEALTH LAKESIDE","16901 LAKESIDE HILLS CT","OMAHA","NE","68130","Douglas","0.850916","0.873053","0.827692","0.872904","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.896166","0.877439","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.876893","0.867443","0 out of 10","0 out of 9","0 out of 10"
"280132","BELLEVUE MEDICAL CENTER","2500 BELLEVUE MEDICAL CENTER DR","BELLEVUE","NE","68123","Sarpy","0.850916","0.873053","0.866803","0.863860","6 out of 10","0 out of 9","6 out of 10","0.883421","0.907656","0.895634","0.865913","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.869739","0.851831","0 out of 10","0 out of 9","0 out of 10"
"280134","KEARNEY REGIONAL MEDICAL CENTER","804 22ND AVENUE","KEARNEY","NE","68845","Buffalo","0.850916","0.873053","Not Available","0.861457","5 out of 10","Not Available","5 out of 10","0.883421","0.907656","Not Available","0.881548","0 out of 10","Not Available","0 out of 10","0.882860","0.907900","Not Available","0.891610","4 out of 10","Not Available","4 out of 10"
"290001","RENOWN REGIONAL MEDICAL CENTER","1155 MILL STREET","RENO","NV","89502","Washoe","0.850916","0.873053","0.864690","0.857527","3 out of 10","0 out of 9","3 out of 10","0.883421","0.907656","0.877178","0.859621","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.872947","0.888777","3 out of 10","4 out of 9","4 out of 10"
"290003","SUNRISE HOSPITAL AND MEDICAL CENTER","3186 S MARYLAND PKWY","LAS VEGAS","NV","89109","Clark","0.850916","0.873053","0.860843","0.837622","0 out of 10","0 out of 9","0 out of 10","0.883421","0.907656","0.886645","0.881919","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.851583","0.870358","0 out of 10","3 out of 9","3 out of 10"
"290005","NORTH VISTA HOSPITAL","1409 EAST LAKE MEAD BLVD","NORTH LAS VEGAS","NV","89030","Clark","0.850916","0.873053","0.844777","0.863660","6 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.883127","0.905700","9 out of 10","9 out of 9","9 out of 10","0.882860","0.907900","0.894149","0.909993","10 out of 10","9 out of 9","10 out of 10"
"290007","UNIVERSITY MEDICAL CENTER","1800 W CHARLESTON BLVD","LAS VEGAS","NV","89102","Clark","0.850916","0.873053","0.852594","0.860345","4 out of 10","3 out of 9","4 out of 10","0.883421","0.907656","0.893192","0.886521","2 out of 10","0 out of 9","2 out of 10","0.882860","0.907900","0.888300","0.880068","0 out of 10","0 out of 9","0 out of 10"
"290008","NORTHEASTERN NEVADA REGIONAL HOSPITAL","2001 ERRECART BLVD","ELKO","NV","89801","Elko","0.850916","0.873053","0.840310","0.865309","6 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.874287","0.892329","4 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.873911","0.900891","7 out of 10","7 out of 9","7 out of 10"
"290009","SAINT MARY'S REGIONAL MEDICAL CENTER","235 W 6TH ST","RENO","NV","89503","Washoe","0.850916","0.873053","0.849783","0.874763","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.844121","0.897984","6 out of 10","8 out of 9","8 out of 10","0.882860","0.907900","0.859413","0.890463","3 out of 10","6 out of 9","6 out of 10"
"290012","ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS","102 E LAKE MEAD DR","HENDERSON","NV","89015","Clark","0.850916","0.873053","0.853204","0.857588","3 out of 10","2 out of 9","3 out of 10","0.883421","0.907656","0.857529","0.854582","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.884092","0.881060","0 out of 10","0 out of 9","0 out of 10"
