"Provider_Number","Hospital_Name","Address","City","State","ZIP_Code","County_Name","FUH_Measure_Description","FUH-30_%","FUH-30_Numerator","FUH-30_Denominator","FUH-30_Footnote","FUH-7_%","FUH-7_Numerator","FUH-7_Denominator","FUH-7_Footnote","FUH_Measure_Start_Date","FUH_Measure_End_Date"
"244015","COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BAXTER","14241 GRAND OAKS DRIVE","BAXTER","MN","56425","Crow Wing","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"244017","COMMUNITY BEHAVIORAL HEALTH HOSPITAL ROCHESTER","251 WOOD LAKE DRIVE SOUTHEAST","ROCHESTER","MN","55904","Olmsted","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"244018","SANFORD BEHAVIORAL HEALTH CENTER","120 LABREE AVENUE SOUTH","THIEF RIVER FALLS","MN","56701","Pennington","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"250004","NORTH MISSISSIPPI MEDICAL CENTER","830 S GLOSTER","TUPELO","MS","38801","Lee","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","31.18","58","186","","09.14","17","186","","07/01/2015","06/30/2016"
"250007","MERIT HEALTH BILOXI","150 REYNOIR STREET","BILOXI","MS","39530","Harrison","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","45.71","16","35","","31.43","11","35","","07/01/2015","06/30/2016"
"250009","MAGNOLIA REGIONAL HEALTH CENTER","611 ALCORN DRIVE","CORINTH","MS","38834","Alcorn","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","23.20","29","125","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250012","ALLIANCE HEALTHCARE SYSTEM","1430 HIGHWAY 4 EAST / P O BOX 6000","HOLLY SPRINGS","MS","38635","Marshall","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250017","TRACE REGIONAL HOSP AND SWING BED","1002 EAST MADISON STREET","HOUSTON","MS","38851","Chickasaw","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250027","WINSTON MEDICAL CENTER & SWINGBED","923 SOUTH CHURCH STREET","LOUISVILLE","MS","39339","Winston","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250031","MERIT HEALTH RIVER REGION","2100 HIGHWAY 61 N","VICKSBURG","MS","39183","Warren","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","39.39","13","33","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250040","SINGING RIVER HOSPITAL","2809 DENNY AVE","PASCAGOULA","MS","39567","Jackson","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.00","15","30","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250043","NESHOBA COUNTY GENERAL HOSPITAL","1001 HOLLAND AVENUE","PHILADELPHIA","MS","39350","Neshoba","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.00","11","22","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250044","BAPTIST MEMORIAL HOSPITAL BOONEVILLE","100 HOSPITAL DRIVE","BOONEVILLE","MS","38829","Prentiss","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250048","ST DOMINIC-JACKSON MEMORIAL HOSPITAL","969 LAKELAND DR","JACKSON","MS","39216","Hinds","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","38.89","14","36","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250049","BEACHAM MEMORIAL HOSPITAL","205 N CHERRY STREET","MAGNOLIA","MS","39652","Pike","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"250060","JEFFERSON COUNTY HOSPITAL","870 S MAIN","FAYETTE","MS","39069","Jefferson","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","59.41","120","202","","24.75","50","202","","07/01/2015","06/30/2016"
"250072","MERIT HEALTH CENTRAL","1850 CHADWICK DR","JACKSON","MS","39204","Hinds","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.59","86","177","","16.38","29","177","","07/01/2015","06/30/2016"
"250079","SHARKEY ISSAQUENA COMMUNITY HOSPITAL","47 SOUTH FOURTH ST","ROLLING FORK","MS","39159","Sharkey","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250081","ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS","1102 CONSTITUTION AVENUE","MERIDIAN","MS","39301","Lauderdale","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","35.48","11","31","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250082","DELTA REGIONAL MEDICAL CENTER","1400 E UNION ST","GREENVILLE","MS","38704","Washington","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","61.90","13","21","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250084","MERIT HEALTH NATCHEZ","52 SERGEANT PRENTISS DRIVE","NATCHEZ","MS","39120","Adams","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250093","BOLIVAR MEDICAL CENTER","HIGHWAY 8 EAST","CLEVELAND","MS","38732","Bolivar","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250094","MERIT HEALTH WESLEY","5001 W HARDY ST","HATTIESBURG","MS","39402","Lamar","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250096","CROSSGATES RIVER OAKS HOSPITAL","350 CROSSGATES BLVD","BRANDON","MS","39042","Rankin","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250099","GREENWOOD LEFLORE HOSPITAL","1401 RIVER RD / PO BOX 1410","GREENWOOD","MS","38930","Leflore","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250100","BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC","2520 5TH ST N","COLUMBUS","MS","39703","Lowndes","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","35.54","59","166","","17.47","29","166","","07/01/2015","06/30/2016"
"250102","MISSISSIPPI BAPTIST MEDICAL CENTER","1225 N STATE ST","JACKSON","MS","39202","Hinds","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","33.33","20","60","","28.33","17","60","","07/01/2015","06/30/2016"
"250117","HIGHLAND COMMUNITY  HOSPITAL","130 HIGHLAND PKWY","PICAYUNE","MS","39466","Pearl River","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","58.54","24","41","","43.90","18","41","","07/01/2015","06/30/2016"
"250123","GARDEN PARK MEDICAL CENTER","15200 COMMUNITY ROAD","GULFPORT","MS","39503","Harrison","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","37.84","14","37","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250126","NORTH OAK REGIONAL MEDICAL CENTER","401 GETWELL DR","SENATOBIA","MS","38668","Tate","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250128","PANOLA MEDICAL CENTER","303 MEDICAL CENTER DRIVE","BATESVILLE","MS","38606","Panola","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"250149","PIONEER HEALTH SERVICES OF NEWTON","208 SOUTH MAIN STREET","NEWTON","MS","39345","Newton","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"250151","ALLIANCE HEALTH CENTER","5000 HIGHWAY 39 NORTH","MERIDIAN","MS","39301","Lauderdale","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","44.55","135","303","","20.79","63","303","","07/01/2015","06/30/2016"
"250163","PATIENTS CHOICE MEDICAL CENTER","347 MAGNOLIA DRIVE","RALEIGH","MS","39153","Smith","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","76.19","32","42","","54.76","23","42","","07/01/2015","06/30/2016"
"250168","UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA","960 AVENT DRIVE","GRENADA","MS","38901","Grenada","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.89","11","19","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"251300","LACKEY MEMORIAL HOSPITAL","330 N BROAD STREET","FOREST","MS","39074","Scott","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.00","21","42","","28.57","12","42","","07/01/2015","06/30/2016"
"251302","PIONEER COMMUNITY HOSPITAL OF ABERDEEN","400 S CHESTNUT STREET","ABERDEEN","MS","39730","Monroe","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","37.14","13","35","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"251317","SIMPSON GENERAL HOSPITAL CAH","1842 SIMPSON HIGHWAY 149","MENDENHALL","MS","39114","Simpson","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","47.54","29","61","","37.70","23","61","","07/01/2015","06/30/2016"
"251318","NORTH SUNFLOWER MEDICAL CENTER CAH","840 NORTH OAK AVENUE/PO BOX 369","RULEVILLE","MS","10369","Sunflower","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"251320","CLAIBORNE COUNTY HOSPITAL","123 MCCOMB AVENUE","PORT GIBSON","MS","39150","Claiborne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.72","15","29","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"251326","JEFFERSON DAVIS GENERAL HOSPITAL","1102 ROSE STREET","PRENTISS","MS","39474","Jefferson Davis","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"251337","TIPPAH COUNTY HOSPITAL","1005 CITY AVE NORTH","RIPLEY","MS","38663","Tippah","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"254005","PARKWOOD BEHAVIORAL HEALTH SYSTEM","8135 GOODMAN ROAD","OLIVE BRANCH","MS","38654","DeSoto","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","36.96","85","230","","16.52","38","230","","07/01/2015","06/30/2016"
"254007","BRENTWOOD BEHAVIORAL HEALTHCARE OF MS","3531 EAST LAKELAND DRIVE","FLOWOOD","MS","39232","Rankin","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.92","54","104","","22.12","23","104","","07/01/2015","06/30/2016"
"254008","SOUTH MISSISSIPPI STATE HOSPITAL","823 HIGHWAY 589","PURVIS","MS","39475","Lamar","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","44.59","66","148","","20.95","31","148","","07/01/2015","06/30/2016"
"254009","NORTH MISSISSIPPI STATE HOSPITAL","1937 BRIAR RIDGE RD","TUPELO","MS","38804","Lee","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","13.00","13","100","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
