Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PSI-90 Achievement Threshold,PSI-90 Benchmark,PSI-90 Baseline Rate,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score,PC-01 Achievement Threshold,PC-01 Benchmark,PC-01 Baseline Rate,PC-01 Performance Rate,PC-01 Achievement Points,PC-01 Improvement Points,PC-01 Measure Score
"240043","MAYO CLINIC HEALTH SYSTEM - ALBERT LEA","404 WEST FOUNTAIN STREET","ALBERT LEA","MN","56007","Freeborn","0.964542","0.709498","0.934191","0.589305","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","10 out of 10","0.824","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","2.664","0.675","2 out of 10","7 out of 9","7 out of 10","0.020408","0.000000","0.016949","0.032258","0 out of 10","0 out of 9","0 out of 10"
"240044","WINONA HEALTH SERVICES","855 MANKATO AVENUE","WINONA","MN","55987","Winona","0.964542","0.709498","1.005231","0.767683","7 out of 10","8 out of 9","8 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.854","0.629","2 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","0.142857","0.071429","0 out of 10","5 out of 9","5 out of 10"
"240047","ST LUKES HOSPITAL","915 EAST 1ST STREET","DULUTH","MN","55805","Saint Louis","0.964542","0.709498","1.132487","0.571547","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.354","1 out of 10","0 out of 9","1 out of 10","0.906","0.000","0.986","0.880","1 out of 10","1 out of 9","1 out of 10","3 out of 10","0.824","0.000","0.664","0.599","3 out of 10","0 out of 9","3 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.482","0.000","10 out of 10","9 out of 9","10 out of 10","0.805","0.004","1.916","0.950","0 out of 10","5 out of 9","5 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"240050","FAIRVIEW LAKES MEDICAL CENTER","5200 FAIRVIEW BOULEVARD","WYOMING","MN","55092","Chisago","0.964542","0.709498","0.811554","0.570852","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.092","1.071","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.000000","0.011905","4 out of 10","0 out of 9","4 out of 10"
"240052","LAKE REGION HEALTHCARE CORPORATION","712 SOUTH CASCADE","FERGUS FALLS","MN","56537","Otter Tail","0.964542","0.709498","0.982703","0.690375","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.201","0.753","1 out of 10","0 out of 9","1 out of 10","0.020408","0.000000","0.157895","0.000000","10 out of 10","9 out of 9","10 out of 10"
"240053","PARK NICOLLET METHODIST HOSPITAL","6500 EXCELSIOR BLVD","SAINT LOUIS PARK","MN","55426","Hennepin","0.964542","0.709498","0.985781","0.807014","6 out of 10","6 out of 9","6 out of 10","0.369","0.000","0.192","0.325","2 out of 10","0 out of 9","2 out of 10","0.906","0.000","0.606","0.398","6 out of 10","3 out of 9","6 out of 10","2 out of 10","0.824","0.000","0.971","0.800","1 out of 10","1 out of 9","1 out of 10","0.710","0.000","1.931","0.000","10 out of 10","9 out of 9","10 out of 10","0.767","0.000","0.593","0.411","5 out of 10","3 out of 9","5 out of 10","0.805","0.004","1.398","1.017","0 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","0.003040","0.000000","10 out of 10","9 out of 9","10 out of 10"
"240056","RIDGEVIEW MEDICAL CENTER","500 SOUTH MAPLE STREET","WACONIA","MN","55387","Carver","0.964542","0.709498","1.394097","0.776746","7 out of 10","9 out of 9","9 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.672","0.702","3 out of 10","0 out of 9","3 out of 10","10 out of 10","0.824","0.000","0.713","0.000","10 out of 10","9 out of 9","10 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.324","0.658","2 out of 10","0 out of 9","2 out of 10","0.020408","0.000000","0.000000","0.054054","0 out of 10","0 out of 9","0 out of 10"
"240057","ABBOTT NORTHWESTERN HOSPITAL","800 EAST 28TH STREET","MINNEAPOLIS","MN","55407","Hennepin","0.964542","0.709498","0.795572","0.792034","7 out of 10","0 out of 9","7 out of 10","0.369","0.000","0.413","0.719","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.600","0.712","2 out of 10","5 out of 9","5 out of 10","0 out of 10","0.824","0.000","1.338","1.742","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","1.524","1.883","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","0.276","0.077","9 out of 10","7 out of 9","9 out of 10","0.805","0.004","0.836","0.667","2 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","0.022989","0.014925","3 out of 10","3 out of 9","3 out of 10"
"240059","REGINA HOSPITAL","1175 NININGER ROAD","HASTINGS","MN","55033","Dakota","0.964542","0.709498","0.842936","0.585550","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.020408","0.000000","0.000000","0.194444","0 out of 10","0 out of 9","0 out of 10"
"240063","ST JOSEPH'S HOSPITAL","45 WEST 10TH STREET","SAINT PAUL","MN","55102","Ramsey","0.964542","0.709498","0.870987","0.505240","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0 out of 10","0.824","0.000","0.370","0.981","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.242","0.000","10 out of 10","9 out of 9","10 out of 10","0.805","0.004","0.260","0.499","4 out of 10","0 out of 9","4 out of 10","0.020408","0.000000","0.026316","0.000000","10 out of 10","9 out of 9","10 out of 10"
"240064","GRAND ITASCA CLINIC AND HOSPITAL","1601 GOLF COURSE ROAD","GRAND RAPIDS","MN","55744","Itasca","0.964542","0.709498","0.924713","0.601443","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.000","0.824","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.115385","0.072727","0 out of 10","3 out of 9","3 out of 10"
"240066","LAKEVIEW MEMORIAL HOSPITAL","927 WEST CHURCHILL STREET","STILLWATER","MN","55082","Washington","0.964542","0.709498","1.007785","0.698599","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","2.278","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.244","0.323","6 out of 10","0 out of 9","6 out of 10","0.020408","0.000000","0.076923","0.014085","3 out of 10","8 out of 9","8 out of 10"
"240069","OWATONNA HOSPITAL","2250 26TH STREET NORTHWEST","OWATONNA","MN","55060","Steele","0.964542","0.709498","0.927484","0.594425","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.174","0.241","7 out of 10","0 out of 9","7 out of 10","0.020408","0.000000","0.093750","0.126984","0 out of 10","0 out of 9","0 out of 10"
"240071","DISTRICT ONE HOSPITAL","200 STATE AVENUE","FARIBAULT","MN","55021","Rice","0.964542","0.709498","1.078216","0.613937","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.000","0.425","5 out of 10","0 out of 9","5 out of 10","0.020408","0.000000","0.016129","0.072727","0 out of 10","0 out of 9","0 out of 10"
"240075","ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER","523 NORTH 3RD STREET","BRAINERD","MN","56401","Crow Wing","0.964542","0.709498","1.171451","0.602186","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","5 out of 10","0.824","0.000","1.533","0.668","2 out of 10","5 out of 9","5 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.255","0.321","6 out of 10","0 out of 9","6 out of 10","0.020408","0.000000","0.046154","0.019231","1 out of 10","5 out of 9","5 out of 10"
"240076","BUFFALO HOSPITAL","303 CATLIN ST","BUFFALO","MN","55313","Wright","0.964542","0.709498","0.960391","0.600402","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.258","0.730","1 out of 10","0 out of 9","1 out of 10","0.020408","0.000000","0.022727","0.076923","0 out of 10","0 out of 9","0 out of 10"
"240078","FAIRVIEW SOUTHDALE HOSPITAL","6401 FRANCE AVENUE SOUTH","EDINA","MN","55435","Hennepin","0.964542","0.709498","0.822601","0.464424","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.813","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.855","1.642","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0.824","0.000","0.182","0.634","3 out of 10","0 out of 9","3 out of 10","0.710","0.000","Not Available","0.443","4 out of 10","Not Available","4 out of 10","0.767","0.000","0.561","0.388","5 out of 10","3 out of 9","5 out of 10","0.805","0.004","0.736","1.611","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.050633","0.015385","3 out of 10","6 out of 9","6 out of 10"
"240080","UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW","2450 RIVERSIDE AVENUE","MINNEAPOLIS","MN","55454","Hennepin","0.964542","0.709498","1.125314","0.623141","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.372","0.517","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.856","1.432","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0.824","0.000","1.987","1.806","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","1.094","1.340","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","0.603","1.003","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.295","1.476","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.060606","0.050000","0 out of 10","1 out of 9","1 out of 10"
"240084","ESSENTIA HEALTH VIRGINIA","901 9TH STREET NORTH","VIRGINIA","MN","55792","Saint Louis","0.964542","0.709498","0.909106","0.595746","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.021","0.000","10 out of 10","9 out of 9","10 out of 10","0.020408","0.000000","0.027027","0.000000","10 out of 10","9 out of 9","10 out of 10"
"240088","RICE MEMORIAL HOSPITAL","301 BECKER AVE SW","WILLMAR","MN","56201","Kandiyohi","0.964542","0.709498","0.785714","0.611515","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","2 out of 10","0.824","0.000","3.738","2.951","0 out of 10","2 out of 9","2 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.165","0.872","0 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","0.150000","0.136364","0 out of 10","0 out of 9","0 out of 10"
"240093","MAYO CLINIC HEALTH SYSTEM - MANKATO","1025 MARSH STREET","MANKATO","MN","56001","Blue Earth","0.964542","0.709498","1.418032","0.739221","8 out of 10","9 out of 9","9 out of 10","0.369","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.906","0.000","0.000","0.831","1 out of 10","0 out of 9","1 out of 10","7 out of 10","0.824","0.000","1.927","0.528","4 out of 10","7 out of 9","7 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.000","0.603","2 out of 10","0 out of 9","2 out of 10","0.805","0.004","0.990","1.104","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.048193","0.038710","0 out of 10","1 out of 9","1 out of 10"
"240100","SANFORD BEMIDJI MEDICAL CENTER","1300 ANNE ST NW","BEMIDJI","MN","56601","Beltrami","0.964542","0.709498","0.986238","0.627005","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","2.513","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10","0.824","0.000","1.173","0.000","10 out of 10","9 out of 9","10 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.554","1.154","0 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","0.040816","0.013889","3 out of 10","6 out of 9","6 out of 10"
