Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote, SUB-2/-2a_Measure_Description,SUB-2_%,SUB-2_Numerator,SUB-2_Denominator,SUB-2_Footnote ,SUB-2a_%,SUB-2a_Numerator,SUB-2a_Denominator,SUB-2a_Footnote , TOB-1_Measure_Description,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2a_Denominator,TOB-2a_Footnote,TOB-3/-3a_Measure_Description,TOB-3_%,TOB-3_Numerator,TOB-3_Denominator,TOB-3_Footnote,TOB-3a_%,TOB-3a_Numerator,TOB-3a_Denominator,TOB-3a_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_Measure_Description,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_Measure_Description,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
"240004","HENNEPIN COUNTY MEDICAL CENTER 1","701 PARK AVENUE ","MINNEAPOLIS","MN","55415","Hennepin","Hours of physical-restraint use","4.08","3308.81","33813","","Hours of seclusion","3.50","2840.16","33813","","Patients discharged on multiple antipsychotic medications with appropriate justification","75.36%","52","69","","Alcohol Use Screening","95.62%","2138","2236","","Alcohol Use Brief Intervention Provided or Offered","19.05%","44","231","","15.58%","36","231","","Tobacco Use Screening","89.19%","2277","2553","","Tobacco Use Treatment (during the hospital stay)","53.34%","703","1318","","42.72%","563","1318","","Tobacco Use Treatment Provided or Offered at Discharge","0.00%","0","1318","","0.00%","0","1318","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","87.33%","262","300","","Healthcare Personnel Influenza Vaccination","90%","1715","1906","","10/01/2016","03/31/2017"
"240010","MAYO CLINIC HOSPITAL ROCHESTER","1216 SECOND STREET SOUTHWEST ","ROCHESTER","MN","55902","Olmsted","Hours of physical-restraint use","0.23","132.75","24416","","Hours of seclusion","0.91","531.55","24416","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","99.70%","332","333","","Alcohol Use Brief Intervention Provided or Offered","89.74%","70","78","","88.46%","69","78","","Tobacco Use Screening","100.00%","371","371","","Tobacco Use Treatment (during the hospital stay)","93.88%","138","147","","29.93%","44","147","","Tobacco Use Treatment Provided or Offered at Discharge","54.48%","73","134","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","99.68%","312","313","","Healthcare Personnel Influenza Vaccination","82%","291","354","","10/01/2016","03/31/2017"
"240020","CAMBRIDGE MEDICAL CENTER","701 SOUTH DELLWOOD AVENUE ","CAMBRIDGE","MN","55008","Isanti","Hours of physical-restraint use","0.18","18.99","4498","","Hours of seclusion","0.00","0","4498","","Patients discharged on multiple antipsychotic medications with appropriate justification","84.85%","28","33","","Alcohol Use Screening","100.00%","380","380","","Alcohol Use Brief Intervention Provided or Offered","73.63%","67","91","","73.63%","67","91","","Tobacco Use Screening","99.78%","455","456","","Tobacco Use Treatment (during the hospital stay)","93.61%","249","266","","79.70%","212","266","","Tobacco Use Treatment Provided or Offered at Discharge","39.82%","88","221","","10.41%","23","221","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","99.59%","245","246","","Healthcare Personnel Influenza Vaccination","48%","20","42","","10/01/2016","03/31/2017"
"240038","ALLINA UNITED HOSPITAL","333 NORTH SMITH AVE ","SAINT PAUL","MN","55102","Ramsey","Hours of physical-restraint use","6.64","662.02","4155","","Hours of seclusion","0.00","0","4155","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","13","13","","Alcohol Use Screening","74.80%","95","127","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","97.69%","127","130","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","0.00%","0","11","","0.00%","0","11","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","96.26%","103","107","","Healthcare Personnel Influenza Vaccination","71%","27","38","","10/01/2016","03/31/2017"
"240043","MAYO CLINIC HEALTH SYSTEM - ALBERT LEA","404 WEST FOUNTAIN STREET ","ALBERT LEA","MN","56007","Freeborn","Hours of physical-restraint use","0.05","4","3184","","Hours of seclusion","0.27","20.67","3184","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","97.36%","258","265","","Alcohol Use Brief Intervention Provided or Offered","100.00%","18","18","","100.00%","18","18","","Tobacco Use Screening","99.33%","295","297","","Tobacco Use Treatment (during the hospital stay)","74.81%","98","131","","36.64%","48","131","","Tobacco Use Treatment Provided or Offered at Discharge","61.26%","68","111","","17.12%","19","111","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","98.60%","211","214","","Healthcare Personnel Influenza Vaccination","90%","28","31","","10/01/2016","03/31/2017"
"240044","WINONA HEALTH SERVICES","855 MANKATO AVENUE ","WINONA","MN","55987","Winona","Hours of physical-restraint use","0.27","13.92","2152","","Hours of seclusion","0.00","0","2152","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","99.43%","173","174","","Alcohol Use Brief Intervention Provided or Offered","0.00%","0","13","","0.00%","0","13","","Tobacco Use Screening","99.10%","220","222","","Tobacco Use Treatment (during the hospital stay)","85.44%","88","103","","27.18%","28","103","","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","0.00%","0","31","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","82.39%","117","142","","Healthcare Personnel Influenza Vaccination","78%","21","27","","10/01/2016","03/31/2017"
"240052","LAKE REGION HEALTHCARE CORPORATION","712 S CASCADE ","FERGUS FALLS","MN","56537","Otter Tail","Hours of physical-restraint use","0.00","0","2412","","Hours of seclusion","0.00","0","2412","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","99.53%","212","213","","Alcohol Use Brief Intervention Provided or Offered","73.53%","25","34","","73.53%","25","34","","Tobacco Use Screening","100.00%","229","229","","Tobacco Use Treatment (during the hospital stay)","82.61%","57","69","","15.94%","11","69","","Tobacco Use Treatment Provided or Offered at Discharge","44.07%","26","59","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","97.95%","143","146","","Healthcare Personnel Influenza Vaccination","78%","206","265","","10/01/2016","03/31/2017"
"240056","RIDGEVIEW MEDICAL CENTER","500 SOUTH MAPLE STREET ","WACONIA","MN","55387","Carver","Hours of physical-restraint use","0.00","0","6343","","Hours of seclusion","0.00","0","6343","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","100.00%","238","238","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Screening","100.00%","238","238","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","100.00%","110","110","","Healthcare Personnel Influenza Vaccination","79%","33","42","","10/01/2016","03/31/2017"
"240059","REGINA HOSPITAL","1175 NININGER ROAD ","HASTINGS","MN","55033","Dakota","Hours of physical-restraint use","0.00","0","3830","","Hours of seclusion","0.00","0","3830","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","79.66%","47","59","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","72","72","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","94.23%","147","156","","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","7","10/01/2016","03/31/2017"
"240063","ST JOSEPH'S HOSPITAL","45 WEST 10TH STREET ","SAINT PAUL","MN","55102","Ramsey","Hours of physical-restraint use","Not Available","Not Available","Not Available","5","Hours of seclusion","Not Available","Not Available","Not Available","5","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","5","Alcohol Use Screening","Not Available","Not Available","Not Available","5","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","Tobacco Use Screening","Not Available","Not Available","Not Available","5","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","Assessment of Patient Experience of Care","Not Available","5","Use of an Electronic Health Record","Not Available","5","Interoperable health information exchanged with HISP","Not Available","5","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","Not Available","Not Available","Not Available","5","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","5","10/01/2016","03/31/2017"
"240069","OWATONNA HOSPITAL","2250 26TH STREET NORTHWEST ","OWATONNA","MN","55060","Steele","Hours of physical-restraint use","0.28","20.23","3032","","Hours of seclusion","0.00","0","3032","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","99.54%","215","216","","Alcohol Use Brief Intervention Provided or Offered","58.33%","35","60","","56.67%","34","60","","Tobacco Use Screening","100.00%","265","265","","Tobacco Use Treatment (during the hospital stay)","80.56%","116","144","","70.83%","102","144","","Tobacco Use Treatment Provided or Offered at Discharge","56.82%","75","132","","20.45%","27","132","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","100.00%","177","177","","Healthcare Personnel Influenza Vaccination","89%","24","27","","10/01/2016","03/31/2017"
